uniqueid,osmid_u,osmid_v,length,lanes,speed_mph,u,v,lane_mile,taz_u,taz_v,taz
0,4353687911,4353687912,9.93,1,25,213445,213446,0.006170231274932581,133.0,133.0,133.0
1,4353687911,258755862,297.487,2,30,213445,160417,0.36970062261548214,133.0,133.0,133.0
2,4353687912,65314933,103.237,2,30,213446,90878,0.1282973144270322,133.0,133.0,133.0
3,4353687912,4353687911,9.93,1,25,213446,213445,0.006170231274932581,133.0,133.0,133.0
20,4353689485,3921509240,9.663,1,25,213447,210595,0.006004324754247083,133.0,133.0,133.0
21,4353689485,258755861,90.388,2,30,213447,160416,0.11232927784060548,133.0,133.0,133.0
69,4353692273,4353692274,10.092,1,25,213448,213449,0.0062708936582698506,133.0,133.0,133.0
70,4353692273,1712504984,102.167,2,30,213448,191961,0.1269675767706016,133.0,133.0,133.0
71,4353692274,4353692273,10.092,1,25,213449,213448,0.0062708936582698506,133.0,133.0,133.0
72,4353692274,65314914,98.64700000000002,2,30,213449,90876,0.122593112704587,133.0,133.0,133.0
475,1656765987,311779353,59.322,1,30,190495,166609,0.03686107348353984,142.0,142.0,142.0
476,1656765987,1656766049,34.53,1,30,190495,190497,0.021456000596517828,142.0,142.0,142.0
477,318783029,65309482,16.878,1,20,168182,90326,0.010487529049175439,163.0,163.0,163.0
478,318783030,65309482,10.574000000000002,1,20,168183,90326,0.006570395317335058,163.0,163.0,163.0
479,1656766007,65293463,29.59,1,20,190496,88498,0.018386419277467782,111.0,111.0,111.0
480,1606434388,1606434399,53.548,3,40,190183,190184,0.09981980190637157,169.0,169.0,169.0
481,1606434388,65305937,33.297999999999995,2,20,190183,89877,0.04138093876993053,169.0,169.0,169.0
482,1606434399,65332940,118.449,3,40,190184,92408,0.22080293785029892,169.0,169.0,169.0
483,1656766049,311779353,39.769,2,30,190497,166609,0.04942274472765233,142.0,142.0,142.0
484,1656766049,340160946,11.455,1,30,190497,168905,0.007117824698323537,142.0,142.0,142.0
560,1656768193,65324424,47.641000000000005,1,20,190498,91730,0.02960281854673345,113.0,113.0,113.0
614,1711296487,1711296967,11.349,2,20,191943,191955,0.014103918376477315,133.0,133.0,133.0
615,1711296487,1711296909,49.447,2,20,191943,191953,0.06145003541824599,133.0,133.0,133.0
616,1711296502,1711296973,53.98500000000001,2,20,191944,191956,0.06708961437607965,133.0,132.0,Boundary
617,1711296502,1711296487,13.094,2,20,191944,191943,0.01627250922738514,133.0,133.0,133.0
619,1711296535,65293072,88.00299999999999,1,20,191945,88460,0.05468266494339294,166.0,166.0,166.0
620,1711296535,1712572357,89.75299999999999,1,20,191945,191966,0.0557700672325301,166.0,166.0,166.0
621,1711296535,65324579,198.951,1,20,191945,91744,0.12362272732921571,166.0,166.0,166.0
623,1711296665,65297206,88.97200000000001,1,20,191946,88975,0.05528477512520662,133.0,133.0,133.0
624,1711296665,65352611,62.261,1,20,191946,93761,0.03868728795655362,133.0,133.0,133.0
625,1711296665,65292171,115.668,1,20,191946,88318,0.07187294170280986,133.0,133.0,133.0
626,1711296665,65305318,137.61700000000002,1,20,191946,89812,0.08551145189953648,133.0,132.0,Boundary
627,1711296730,65324527,195.316,2,25,191947,91740,0.24272807486298734,132.0,132.0,132.0
628,1711296730,65324560,10.573,2,25,191947,91742,0.013139547889196815,132.0,132.0,132.0
629,1711296793,1711296983,72.711,2,25,191948,191957,0.0903612661090882,132.0,132.0,132.0
630,1711296793,65324534,10.298,1,20,191948,91741,0.00639889644201971,132.0,132.0,132.0
631,1711296793,65332046,134.499,1,20,191948,92338,0.08357401170666236,132.0,132.0,132.0
632,1711296815,65306390,19.576,1,25,191949,89941,0.012163992692656618,132.0,132.0,132.0
633,1711296815,2901312121,54.673,3,25,191949,204579,0.10191693489256466,132.0,132.0,132.0
634,1711296822,1711297019,196.327,2,25,191950,191958,0.24398449053649324,132.0,132.0,132.0
635,1711296822,1711296945,10.463,2,25,191950,191954,0.013002845887133855,132.0,132.0,132.0
636,1711296844,65310737,10.304,1,20,191951,90477,0.006402624678439609,132.0,132.0,132.0
637,1711296844,65298628,124.219,1,20,191951,89128,0.07718629997390235,132.0,132.0,132.0
638,1711296844,65324505,84.92399999999998,2,25,191951,91738,0.10553891657449635,132.0,132.0,132.0
639,1711296874,65309721,60.095,1,20,191952,90350,0.03734139460897014,132.0,132.0,132.0
640,1711296874,1711296822,13.706,2,25,191952,191950,0.017033069457044504,132.0,132.0,132.0
641,1711296909,65292169,47.809,1,20,191953,88317,0.02970720916649061,133.0,133.0,133.0
642,1711296909,1711296967,55.68600000000001,2,20,191953,191955,0.06920352442616229,133.0,133.0,133.0
646,1711296945,65309720,14.847,2,25,191954,90349,0.01845104204207936,132.0,132.0,132.0
647,1711296967,1711296502,6.9830000000000005,2,20,191955,191944,0.008678091640051202,133.0,133.0,133.0
648,1711296967,65352611,24.126,2,20,191955,93761,0.029982477288826477,133.0,133.0,133.0
649,1711296973,1711296487,51.35399999999999,2,20,191956,191943,0.06381995103582834,132.0,133.0,Boundary
650,1711296973,65352605,477.939,1,20,191956,93760,0.296978264381672,132.0,132.0,132.0
651,1711296983,65324560,195.827,2,25,191957,91742,0.24336311779984343,132.0,132.0,132.0
652,1711296983,65324527,10.29,1,20,191957,91740,0.0063939254601265115,132.0,132.0,132.0
653,1711296983,65332045,68.343,1,20,191957,92337,0.04246647694085775,132.0,132.0,132.0
673,1711297019,1711296844,71.71,2,25,191958,191951,0.08911727789031527,132.0,132.0,132.0
674,1711297019,65352007,93.29900000000002,1,20,191958,93713,0.05797345495669034,132.0,132.0,132.0
675,1711297019,65324517,10.344,1,20,191958,91739,0.006427479587905601,132.0,132.0,132.0
694,633361166,65306741,15.572,2,20,180479,89980,0.019352032510221582,172.0,172.0,172.0
698,633361293,65347776,80.048,1,20,180480,93406,0.04973964482334373,171.0,171.0,171.0
830,293626968,258965613,84.03000000000002,3,30,165102,160822,0.15664185318204982,22.0,22.0,22.0
831,293626968,1723738998,78.41400000000002,1,20,165102,192064,0.04872432177165796,22.0,15.0,Boundary
1082,293635847,258883428,114.621,1,20,165103,160548,0.0712223644475375,110.0,110.0,110.0
1083,293635847,302034790,119.113,1,20,165103,165827,0.07401357078056843,110.0,110.0,110.0
1084,293635847,65313859,271.79200000000003,1,20,165103,90787,0.1688841388395243,110.0,110.0,110.0
1105,528517489,65290821,409.695,1,20,178345,88195,0.2545733033417426,91.0,91.0,91.0
1213,297834604,65313023,11.526,1,20,165479,90701,0.007161942162625673,149.0,149.0,149.0
1214,297834604,65282840,79.65899999999999,1,20,165479,87690,0.04949793082878695,149.0,150.0,Boundary
1215,297834604,65313035,74.449,1,20,165479,90702,0.046260578870841465,149.0,149.0,149.0
1398,297838768,65307770,69.245,1,30,165480,90147,0.04302695514931587,164.0,164.0,164.0
1399,297838768,65307768,43.632,2,35,165480,90146,0.054223470491008736,164.0,164.0,164.0
1400,297838769,65307768,9.331,2,20,165481,90146,0.011596058011358693,164.0,164.0,164.0
1401,297838769,297838773,70.22399999999999,2,35,165481,165482,0.08727055811699205,164.0,164.0,164.0
1402,297838773,65307767,70.48100000000001,1,20,165482,90145,0.04379497185181504,164.0,164.0,164.0
1403,297838773,297838774,102.769,2,35,165482,165483,0.127715709545528,164.0,164.0,164.0
1404,297838774,65311179,9.142,1,20,165483,90518,0.005680589558452533,164.0,164.0,164.0
1405,297838774,65343651,73.185,1,20,165483,93103,0.04547516373171611,164.0,164.0,164.0
1406,297838774,65290746,70.52,2,35,165483,88189,0.08763841077708874,164.0,164.0,164.0
1411,297838795,65307778,12.648,2,30,165484,90148,0.015718244746293512,167.0,167.0,167.0
1412,297838795,1718880133,312.44000000000005,1,25,165484,192004,0.19414169783886567,167.0,167.0,167.0
1428,297838990,65334999,42.548,1,20,165487,92566,0.02643816719897598,167.0,167.0,167.0
1443,302034179,54891446,139.283,2,20,165819,27926,0.17309331775759007,110.0,110.0,110.0
1444,302034179,302034188,101.354,1,20,165819,165820,0.06297861235040451,110.0,110.0,110.0
1445,302034179,65283387,46.889,1,20,165819,87703,0.029135546248772792,110.0,110.0,110.0
1446,302034188,302034205,82.29899999999999,1,20,165820,165821,0.05113835485354244,110.0,110.0,110.0
1447,302034188,302034179,101.354,1,20,165820,165819,0.06297861235040451,110.0,110.0,110.0
1448,302034188,302034219,140.732,1,20,165820,165822,0.0874470279742006,110.0,110.0,110.0
1449,302034219,302034188,140.732,1,20,165822,165820,0.0874470279742006,110.0,110.0,110.0
1450,302034219,65295061,102.319,2,30,165822,88672,0.12715647408254316,110.0,110.0,110.0
1451,302034224,54891569,138.82,1,20,165823,27930,0.08625896330172618,110.0,110.0,110.0
1452,302034224,65300028,206.622,2,30,165823,89293,0.2567785551841128,110.0,110.0,110.0
1453,302034224,768245366,19.603,1,20,165823,183111,0.012180769756546164,110.0,110.0,110.0
1456,302034432,5184837268,18.185,1,20,165824,221546,0.011299663215976736,110.0,110.0,110.0
1457,302034432,768247163,263.028,1,20,165824,183113,0.1634384281755254,110.0,110.0,110.0
1458,302034473,5184837268,304.13199999999995,1,20,165825,221546,0.188979333142779,110.0,110.0,110.0
1461,302034789,302034790,109.601,1,20,165826,165827,0.06810307330955548,110.0,110.0,110.0
1462,302034790,302034789,109.601,1,20,165827,165826,0.06810307330955548,110.0,110.0,110.0
1463,302034790,984720819,71.744,2,20,165827,184161,0.08915953123640748,110.0,110.0,110.0
1464,302034790,293635847,119.113,1,20,165827,165103,0.07401357078056843,110.0,110.0,110.0
1466,302034830,65313859,93.674,2,30,165828,90787,0.116412939465868,110.0,110.0,110.0
1467,302034830,65303747,117.333,3,30,165828,89655,0.21872258192799535,110.0,108.0,Boundary
1810,2852184143,997382976,198.048,1,20,204283,184174,0.12306162774802093,93.0,91.0,Boundary
1885,2487283192,1196826498,12.831,2,25,200893,187563,0.01594566716790734,190.0,190.0,190.0
1886,2487283192,4071045528,150.156,2,40,200893,212002,0.18660568928877677,190.0,190.0,190.0
1887,2487283194,2487283195,12.771,2,25,200894,200895,0.015871102439509364,190.0,190.0,190.0
1888,2487283194,4071044650,38.871,3,40,200894,211998,0.07246013893894392,190.0,190.0,190.0
1889,2487283195,2487283192,12.632,2,40,200895,200893,0.015698360818720718,190.0,190.0,190.0
1921,297857223,764842850,78.12599999999998,2,20,165490,182900,0.09709073284700558,126.0,126.0,126.0
1922,297857226,764842866,2.999,2,20,165491,182901,0.003726993674425541,126.0,126.0,126.0
1923,297857226,65322947,158.799,1,20,165491,91639,0.09867336920725267,126.0,126.0,126.0
1924,297857235,65320814,29.611,1,20,165492,91434,0.01839946810493743,126.0,126.0,126.0
1925,297857235,4003624580,12.647,1,20,165492,211539,0.007858501000410106,126.0,126.0,126.0
1926,297857235,65351078,151.658,1,20,165492,93642,0.09423614649483639,126.0,124.0,Boundary
1944,260109223,4038272414,200.857,1,20,161243,211830,0.12480706376527025,176.0,174.0,Boundary
1945,260109223,258970634,98.825,2,20,161243,160909,0.12281432139883432,176.0,176.0,176.0
1947,297858267,65303933,98.241,1,20,165493,89665,0.06104427902121367,93.0,95.0,Boundary
1948,297858267,65346854,108.513,1,20,165493,93272,0.06742701977208049,93.0,93.0,93.0
1949,297858267,65346844,120.266,1,20,165493,93271,0.07473001354592566,93.0,93.0,93.0
1950,297858278,65346843,22.863000000000003,1,20,165494,93270,0.014206444878024534,93.0,93.0,93.0
1951,297858278,65303931,33.459,1,20,165494,89664,0.020790510395565887,93.0,93.0,93.0
1952,297858278,65346844,39.673,1,20,165494,93271,0.024651720581107785,93.0,93.0,93.0
2155,1677788921,65330451,144.03799999999998,1,20,190977,92293,0.08950128624156486,116.0,116.0,116.0
2156,1677788921,1677798446,18.764,1,20,190977,190993,0.011659438030496974,116.0,116.0,116.0
2157,1677788921,65293544,65.835,1,20,190977,88516,0.04090807411734003,116.0,116.0,116.0
2161,1677788926,65296244,177.862,1,20,190978,88849,0.11051859768600793,116.0,117.0,Boundary
2162,1677788926,65317786,95.985,1,20,190978,91171,0.0596424621273317,116.0,116.0,116.0
2163,1677788926,65317599,96.999,1,20,190978,91139,0.060272534082294604,116.0,116.0,116.0
2164,1677788930,3013584944,119.478,2,20,190979,204937,0.14848074365889122,122.0,122.0,122.0
2165,1677788930,65348841,93.375,1,20,190979,93502,0.058020679284675705,122.0,122.0,122.0
2166,1677788937,4021550350,10.341,1,25,190980,211696,0.006425615469695651,118.0,118.0,118.0
2167,1677788937,65348841,83.19200000000002,2,25,190980,93502,0.10338648141474148,118.0,122.0,Boundary
2168,1677788942,1677788988,178.80599999999998,2,20,190981,190988,0.22221034709881068,106.0,106.0,106.0
2169,1677788942,65309815,59.801,2,25,190981,90378,0.07431742204879019,106.0,106.0,106.0
2171,1677788952,65296249,95.891,1,20,190982,88851,0.059584053090086624,117.0,117.0,117.0
2172,1677788952,65330454,82.641,1,20,190982,92295,0.051350864329476685,117.0,117.0,117.0
2173,1677788952,65317795,178.18699999999995,1,20,190982,91173,0.1107205438254191,117.0,119.0,Boundary
2174,1677788952,65317789,178.363,1,20,190982,91172,0.11082990542706948,117.0,117.0,117.0
2175,1677788964,65317612,10.689,1,20,190983,91144,0.006641853182049785,118.0,122.0,Boundary
2176,1677788964,265666676,56.817,1,20,190983,162499,0.035304534778232075,118.0,118.0,118.0
2177,1677788964,4021550355,109.38599999999998,2,25,190983,211699,0.1359389563423515,118.0,118.0,118.0
2178,1677788966,265666677,54.20500000000001,1,20,190984,162500,0.033681509190102786,119.0,119.0,119.0
2179,1677788966,65288821,179.278,1,20,190984,88015,0.11139846148110405,119.0,119.0,119.0
2180,1677788966,65330456,82.47999999999998,1,20,190984,92296,0.05125082331887605,119.0,119.0,119.0
2181,1677788966,65296254,96.546,1,20,190984,88853,0.05999105223259225,119.0,118.0,Boundary
2182,1677788979,65290951,141.55700000000002,1,20,190985,88217,0.08795966048193671,115.0,116.0,Boundary
2183,1677788979,266903680,6.461,2,20,190985,162639,0.008029378502988804,115.0,115.0,115.0
2184,1677788979,65290291,170.31400000000005,2,20,190985,88170,0.21165695253955044,115.0,116.0,Boundary
2185,1677788981,1677788990,181.791,1,20,190986,190989,0.11295997116830503,106.0,106.0,106.0
2186,1677788981,65317383,183.463,1,20,190986,91096,0.1139989063839835,106.0,101.0,Boundary
2187,1677788981,65334193,102.428,2,25,190986,92534,0.12729193333913283,106.0,107.0,Boundary
2188,1677788981,65345359,90.337,2,25,190986,93180,0.11226589782146719,106.0,106.0,106.0
2189,1677788984,65365910,178.555,1,20,190987,94441,0.11094920899250625,107.0,107.0,107.0
2190,1677788984,65309810,96.019,2,25,190987,90377,0.1193271776007556,107.0,107.0,107.0
2191,1677788988,65363251,65.627,2,20,190988,94347,0.08155765717623373,106.0,106.0,106.0
2192,1677788990,1677788988,31.122,2,20,190989,190988,0.03867672462003057,106.0,106.0,106.0
2193,1677788990,1677788981,181.791,1,20,190989,190986,0.11295997116830503,106.0,106.0,106.0
2270,5217784051,5217784053,9.319,2,20,221607,221608,0.0115811450656791,144.0,144.0,144.0
2271,5217784051,65359954,13.821000000000002,2,20,221607,94163,0.017175985186473963,144.0,144.0,144.0
2272,5217784053,2609017288,14.386,2,20,221608,203063,0.01787813637888824,144.0,144.0,144.0
2273,5217784053,2609017289,54.531000000000006,2,20,221608,203064,0.06776815340450124,144.0,144.0,144.0
2300,260117854,275724398,73.661,3,25,161250,163228,0.13731281146308424,107.0,107.0,107.0
2301,260117854,65306853,64.87899999999999,1,25,161250,90006,0.04031404178110281,107.0,107.0,107.0
2302,260118044,65363176,15.826,4,25,161251,94343,0.03933537972087937,106.0,106.0,106.0
2303,260118044,3386704351,50.649,4,25,161251,206863,0.12588763095430425,106.0,106.0,106.0
2304,260118094,65364094,13.101,2,20,161252,94365,0.016281208445698237,106.0,106.0,106.0
2305,260118094,413748886,114.345,3,25,161252,172422,0.21315259671666645,106.0,106.0,106.0
2381,1677798439,65294602,85.11399999999999,1,20,190990,88645,0.05288751910721165,108.0,108.0,108.0
2382,1677798439,65320168,28.309,1,20,190990,91395,0.01759044080181938,108.0,108.0,108.0
2383,1677798439,65320171,142.524,1,20,190990,91396,0.08856052791827707,108.0,108.0,108.0
2384,1677798440,65290284,143.35399999999998,1,20,190991,88168,0.08907626728969639,107.0,107.0,107.0
2385,1677798440,1677798455,92.707,1,20,190991,190995,0.05760560229659363,107.0,107.0,107.0
2386,1677798440,65303897,258.87,1,20,190991,89662,0.16085476033653548,107.0,107.0,107.0
2387,1677798441,65317782,72.303,1,20,190992,91170,0.04492711297799098,116.0,116.0,116.0
2388,1677798441,65290965,63.425,1,20,190992,88220,0.03941056582201399,116.0,116.0,116.0
2389,1677798441,65317371,136.175,1,20,190992,91092,0.08461543241328745,116.0,107.0,Boundary
2390,1677798446,65290965,284.655,1,20,190993,88220,0.17687685635105074,116.0,116.0,116.0
2391,1677798446,65293554,63.469,1,20,190993,88517,0.039437906222426586,116.0,116.0,116.0
2392,1677798446,1677788921,18.764,1,20,190993,190977,0.011659438030496974,116.0,116.0,116.0
2393,1677798453,65317780,39.38800000000001,1,20,190994,91169,0.024474629351162597,107.0,107.0,107.0
2394,1677798453,4186794510,94.016,1,20,190994,212750,0.05841897920886824,107.0,107.0,107.0
2395,1677798453,65330447,22.709,1,20,190994,92291,0.014110753476580463,107.0,107.0,107.0
2396,1677798455,65296192,91.055,1,20,190995,88842,0.05657909453564816,107.0,107.0,107.0
2397,1677798455,5019919799,31.976,1,20,190995,220574,0.019869014627114222,107.0,107.0,107.0
2398,1677798455,1677798440,92.707,1,20,190995,190991,0.05760560229659363,107.0,107.0,107.0
2582,830559286,65351494,79.78399999999999,1,20,183435,93677,0.04957560242086818,147.0,147.0,147.0
2583,830559287,65295899,73.764,1,20,183436,88814,0.045834938546236347,147.0,147.0,147.0
2584,830559296,65292346,149.692,1,20,183437,88348,0.09301452769458288,147.0,147.0,147.0
2585,830559310,65279862,170.55700000000002,1,20,183438,87563,0.10597946984478111,148.0,148.0,148.0
2869,4025717627,65339793,399.02,1,20,211769,92886,0.2479401493780059,53.0,53.0,53.0
2870,4025717627,65314578,352.335,1,25,211769,90854,0.21893136316750966,53.0,53.0,53.0
2871,4025717627,1511324687,145.209,1,20,211769,189785,0.0902289137161818,53.0,53.0,53.0
2872,4429282859,65301492,36.707,1,25,213920,89369,0.02280872904420446,130.0,130.0,130.0
2873,4429282859,65301487,147.452,1,25,213920,89368,0.0916226527644873,130.0,130.0,130.0
2874,4429282859,2320396530,75.507,1,20,213920,198298,0.04691799122621696,130.0,130.0,130.0
3523,260168259,65288802,15.47,1,20,161270,88009,0.009612636235972511,189.0,189.0,189.0
3524,260168259,65312605,140.714,1,20,161270,90659,0.08743584326494092,189.0,190.0,Boundary
3525,260168259,4073064106,16.971,2,35,161270,212006,0.021090633427367743,189.0,189.0,189.0
3526,260168596,65297439,10.831,1,20,161271,89019,0.006730088110654057,168.0,168.0,168.0
3527,260168596,65297434,89.824,1,20,161271,89018,0.05581418469683224,168.0,168.0,168.0
3528,260168596,612726655,282.6,2,35,161271,180053,0.35119987075447084,168.0,168.0,168.0
3539,260169463,65308198,208.837,1,20,161272,90196,0.1297656182037357,168.0,168.0,168.0
3540,260169463,65311274,13.924,1,20,161272,90522,0.008651993985111909,168.0,168.0,168.0
3541,260169463,2899908787,82.50999999999998,2,35,161272,204573,0.10253892900195109,168.0,168.0,168.0
3583,260170225,65313663,36.701,1,20,161273,90778,0.02280500080778456,164.0,164.0,164.0
3584,260170257,65313669,25.246,1,20,161274,90780,0.01568717610946102,164.0,164.0,164.0
3592,260170785,65325480,23.943,1,20,161275,91860,0.014877527433606324,164.0,164.0,164.0
3595,5427553440,65312176,277.40099999999995,1,20,223232,90599,0.17236941851939303,52.0,52.0,52.0
3596,423748901,65361476,190.826,1,20,174144,94235,0.11857407384393602,103.0,103.0,103.0
3673,1271001343,1271001348,137.75799999999998,2,20,188066,188067,0.17119813091080816,5.0,5.0,5.0
3674,1271001343,2936165726,105.462,2,20,188066,204713,0.13106242310512384,5.0,5.0,5.0
3675,1271001348,65314146,139.105,4,25,188067,90799,0.3457442181266855,5.0,5.0,5.0
3676,1271001348,65303538,104.923,1,20,188067,89602,0.06519629164750768,5.0,5.0,5.0
3677,1271001348,65328690,105.284,1,25,188067,92129,0.06542060720543826,5.0,5.0,5.0
3785,293738967,65317747,176.02700000000002,5,25,165112,91163,0.5468918935712777,20.0,19.0,Boundary
3804,260185095,65296523,49.672,2,20,161277,88893,0.061729653149738405,163.0,163.0,163.0
3805,260185095,65290717,321.081,2,20,161277,88185,0.3990219593125132,163.0,163.0,163.0
3822,260185286,65318179,126.066,1,20,161278,91220,0.07833397541849454,163.0,163.0,163.0
3894,293741891,65290257,12.769,4,25,165113,88165,0.03173723389712553,19.0,19.0,19.0
3895,293741891,65282559,469.198,1,50,165113,87685,0.29154684529061603,19.0,19.0,19.0
3896,2323785097,65325748,121.862,2,20,198333,91882,0.1514434488672375,170.0,170.0,170.0
3897,2323785097,2323785122,2.388,1,20,198333,198334,0.0014838380951197386,170.0,170.0,170.0
3898,2323785097,65353284,194.877,1,20,198333,93784,0.12109125480010441,170.0,170.0,170.0
3899,2323785122,2323785097,2.388,1,20,198334,198333,0.0014838380951197386,170.0,170.0,170.0
3900,2323785122,65325742,3.78,1,20,198334,91881,0.0023487889445362696,170.0,170.0,170.0
3901,2323785122,65325765,168.34199999999996,1,20,198334,91883,0.10460312923310175,170.0,170.0,170.0
4058,260190664,3978798072,24.19,3,30,161279,211407,0.04509301949867648,127.0,127.0,127.0
4059,260190664,65334641,20.655,2,25,161279,92552,0.02566890775100352,127.0,127.0,127.0
4060,260190943,295218056,71.18,1,20,161280,165239,0.04422931139473325,128.0,128.0,128.0
4061,260190943,300755868,127.821,2,30,161280,165682,0.15884896914262991,128.0,127.0,Boundary
4062,260190943,260191102,12.017,1,20,161280,161281,0.007467036176320728,128.0,128.0,128.0
4063,260191102,65363220,109.88899999999998,1,20,161281,94344,0.0682820286577106,128.0,123.0,Boundary
4064,260191102,260190943,12.017,1,20,161281,161280,0.007467036176320728,128.0,128.0,128.0
4065,260191102,3978797440,191.704,2,30,161281,211405,0.23823927821342913,128.0,128.0,128.0
4071,570569843,65311911,91.575,1,20,179170,90561,0.05690220835870606,151.0,151.0,151.0
4075,570569926,65311900,81.17,1,20,179171,90558,0.05043682503386482,152.0,152.0,152.0
4099,260191986,65346399,44.305,1,20,161282,93232,0.02752991909726969,142.0,142.0,142.0
4109,260192153,65325830,262.967,1,20,161283,91888,0.16340052443858974,142.0,142.0,142.0
4117,260192202,65327512,183.628,1,20,161284,92016,0.11410143288553071,142.0,142.0,142.0
4138,260193155,260193156,264.509,4,30,161285,161286,0.657434724794015,109.0,109.0,109.0
4139,260193155,260193330,28.874,2,25,161285,161289,0.03588303279605304,109.0,109.0,109.0
4140,260193156,260193331,28.071,2,30,161286,161290,0.034885108180993454,109.0,109.0,109.0
4141,260193156,65300043,70.78699999999999,3,30,161286,89295,0.13195533572768958,109.0,109.0,109.0
4142,260193156,260193242,277.539,3,30,161286,161288,0.5173655038711521,109.0,109.0,109.0
4145,260193222,65317060,245.079,3,30,161287,91049,0.456856226776194,109.0,109.0,109.0
4146,260193222,65334467,137.96200000000002,1,20,161287,92538,0.08572582549368066,109.0,17.0,Boundary
4147,260193222,260193349,26.706,1,20,161287,161291,0.01659438030496974,109.0,109.0,109.0
4148,260193242,65317060,23.987,1,25,161288,91049,0.014904867834018915,109.0,109.0,109.0
4149,260193242,257316060,22.986,3,30,161288,159828,0.04284862117389738,109.0,109.0,109.0
4150,260193330,666571224,28.384,2,25,161289,181203,0.03527408751413623,109.0,109.0,109.0
4151,260193330,65355354,279.043,2,30,161289,93877,0.34677942510594406,109.0,109.0,109.0
4152,260193330,65334473,108.176,2,25,161289,92539,0.134435234319659,109.0,109.0,109.0
4153,260193331,260193156,28.071,2,30,161290,161286,0.034885108180993454,109.0,109.0,109.0
4154,260193331,65300049,107.731,4,30,161290,89296,0.2677644251680813,109.0,18.0,Boundary
4155,260193331,260193330,274.253,2,30,161290,161289,0.3408266742888389,109.0,109.0,109.0
4156,260193349,65315452,329.934,3,30,161291,90906,0.6150359774814521,109.0,17.0,Boundary
4157,260193349,260193222,26.706,1,20,161291,161287,0.01659438030496974,109.0,109.0,109.0
4164,260193609,65306785,53.88200000000001,2,25,161292,89984,0.06696161159232979,16.0,16.0,16.0
4165,260193609,260193612,204.508,2,30,161292,161293,0.2541513912535574,16.0,16.0,16.0
4166,260193609,3719575845,31.349,1,25,161292,209942,0.019479413921234794,16.0,15.0,Boundary
4167,260193612,260193613,193.378,2,30,161293,161294,0.24031963413573265,16.0,16.0,16.0
4168,260193612,65317511,27.49,1,25,161293,91116,0.017081536530503188,16.0,16.0,16.0
4169,260193612,65303500,103.997,1,25,161293,89596,0.06462090049336995,16.0,16.0,16.0
4170,260193613,65317703,25.06,3,25,161294,91153,0.04671480234133247,16.0,16.0,16.0
4171,260193613,65303506,100.991,2,25,161294,89597,0.12550610809400128,16.0,16.0,16.0
4172,260193613,258965489,277.202,3,30,161294,160815,0.5167372960343992,16.0,17.0,Boundary
4180,260194262,260194288,23.103,2,20,161295,161296,0.028711148669640973,23.0,23.0,23.0
4181,260194262,280836272,34.068000000000005,2,30,161295,163564,0.042337852784371244,23.0,23.0,23.0
4182,260194288,260194406,133.246,2,30,161296,161297,0.1655908633352803,23.0,41.0,Boundary
4183,260194406,33241803,28.095,2,20,161297,401,0.03491493407235264,41.0,41.0,41.0
4184,260194406,276549441,51.333,3,30,161297,163370,0.09569078007133361,41.0,41.0,41.0
4190,4047651028,4047651057,75.01100000000001,1,20,211883,211887,0.046609790348838664,186.0,186.0,186.0
4191,4047651028,4062846996,47.087,2,40,211883,211925,0.05851715610125891,186.0,186.0,186.0
4192,4047651029,65317286,95.388,1,20,211884,91078,0.059271502603551775,186.0,186.0,186.0
4193,4047651029,4047651410,78.997,2,40,211884,211889,0.09817316415424958,186.0,186.0,186.0
4194,4047651034,65299643,70.37,1,20,211885,89236,0.04372599947804691,186.0,186.0,186.0
4195,4047651034,65329277,240.721,1,20,211885,92179,0.14957746653907814,186.0,186.0,186.0
4196,4047651034,65299654,66.78399999999999,1,20,211885,89237,0.04149775684442069,186.0,186.0,186.0
4197,4047651036,65360691,17.996,2,20,211886,94196,0.022364447537499846,186.0,186.0,186.0
4198,4047651036,4062434363,28.863000000000003,2,40,211886,211906,0.03586936259584675,186.0,186.0,186.0
4199,4047651057,4047651028,75.01100000000001,1,20,211887,211883,0.046609790348838664,186.0,186.0,186.0
4200,4047651057,1196703170,133.523,1,20,211887,187558,0.08296755191569215,186.0,186.0,186.0
4201,4047651057,65317279,80.883,1,20,211887,91077,0.05025849105844632,186.0,186.0,186.0
4203,4047651063,65317279,102.652,1,20,211888,91077,0.06378515416257596,186.0,186.0,186.0
4204,4047651063,4047651411,75.80699999999999,2,40,211888,211890,0.0942088060944238,186.0,186.0,186.0
4222,4047651410,65296591,79.116,1,20,211889,88895,0.049160525432786116,186.0,186.0,186.0
4223,4047651410,65360691,78.829,2,40,211889,94196,0.09796438291473523,186.0,186.0,186.0
4224,4047651411,65293718,111.49,1,20,211890,88547,0.06927684640908696,186.0,186.0,186.0
4225,4047651411,4062434366,49.31399999999999,2,40,211890,211909,0.06128475027029714,186.0,186.0,186.0
4353,2936165726,552853360,146.18,4,25,204713,178729,0.36332906657387504,5.0,7.0,Boundary
4416,293757276,65300217,30.19,2,30,165114,89305,0.03751848583891534,142.0,142.0,142.0
4417,293757276,65292459,187.991,1,20,165114,88370,0.11681248213553383,142.0,142.0,142.0
4446,293759027,65346922,92.296,1,20,165115,93282,0.05735021810183057,150.0,150.0,150.0
