uniqueid,osmid_u,osmid_v,length,lanes,speed_mph,u,v,lane_mile,taz_u,taz_v,taz
155178,65296309,4018939403,85.569,1,30,88858,211659,0.05317024370238732,83.0,84.0,Boundary
155179,65296309,65296310,192.37,1,30,88858,88859,0.11953347334932334,83.0,83.0,83.0
155180,65296310,65309792,74.452,1,20,88859,90373,0.04626244298905141,83.0,83.0,83.0
155181,65296310,65296312,89.23599999999998,1,30,88859,88860,0.055448817527682145,83.0,83.0,83.0
155182,65296310,65309790,195.802,1,20,88859,90372,0.12166602458150547,83.0,82.0,Boundary
155183,65296310,65296309,192.37,1,30,88859,88858,0.11953347334932334,83.0,83.0,83.0
155184,65296312,65347967,195.794,1,20,88860,93428,0.12166105359961228,83.0,82.0,Boundary
155185,65296312,65296314,89.29299999999999,1,30,88860,88861,0.05548423577367119,83.0,83.0,83.0
155186,65296312,65347970,153.292,1,20,88860,93429,0.09525146954652218,83.0,83.0,83.0
155187,65296312,65296310,89.23599999999998,1,30,88860,88859,0.055448817527682145,83.0,83.0,83.0
155188,65296314,65296316,84.441,1,30,88861,88862,0.05246933525544634,83.0,83.0,83.0
155189,65296314,65296312,89.29299999999999,1,30,88861,88860,0.05548423577367119,83.0,83.0,83.0
155190,65296314,65362632,195.797,1,20,88861,94303,0.12166291771782221,83.0,82.0,Boundary
155191,65296314,65369164,145.526,1,20,88861,94544,0.09042588887369979,83.0,83.0,83.0
155192,65296316,65296319,94.333,1,30,88862,88863,0.058615954366386225,83.0,83.0,83.0
155193,65296316,65296314,84.441,1,30,88862,88861,0.05246933525544634,83.0,83.0,83.0
155194,65296316,65369164,215.253,1,20,88862,94544,0.13375234568208086,83.0,83.0,83.0
155195,65296316,65362638,196.938,1,20,88862,94304,0.12237190401033964,83.0,82.0,Boundary
155196,65296319,65296321,73.878,1,30,88863,88864,0.04590577503821443,83.0,83.0,83.0
155197,65296319,65296316,94.333,1,30,88863,88862,0.058615954366386225,83.0,83.0,83.0
155198,65296319,65320995,109.588,1,20,88863,91439,0.06809499546397903,83.0,83.0,83.0
155199,65296319,65345379,188.575,1,20,88863,93183,0.1171753638137373,83.0,82.0,Boundary
155200,65296321,65296319,73.878,1,30,88864,88863,0.04590577503821443,83.0,83.0,83.0
155201,65296321,65298023,670.452,1,20,88864,89073,0.41660059403233624,83.0,83.0,83.0
155202,65296321,65296324,84.751,1,30,88864,88865,0.05266196080380778,83.0,83.0,83.0
155203,65296324,260494513,12.579,1,20,88865,161382,0.00781624765431792,83.0,83.0,83.0
155204,65296324,65304059,197.344,2,25,88865,89688,0.24524836268283892,83.0,83.0,83.0
155205,65296324,65304062,206.949,2,30,88865,89689,0.25718493295388173,83.0,94.0,Boundary
155206,65296324,65296321,84.751,1,30,88865,88864,0.05266196080380778,83.0,83.0,83.0
155207,65296327,65324863,99.091,1,20,88866,91786,0.061572445847366,94.0,103.0,Boundary
155208,65296327,65324866,95.723,1,20,88866,91787,0.05947966247032945,94.0,94.0,94.0
155209,65296327,65293652,177.47799999999998,2,20,88866,88537,0.22055998111026878,94.0,94.0,94.0
155210,65296327,260494513,190.343,1,20,88866,161382,0.11827395081213417,94.0,83.0,Boundary
155211,65296328,65361430,99.631,1,20,88867,94229,0.0619079871251569,94.0,103.0,Boundary
155212,65296328,65293652,179.891,1,20,88867,88537,0.11177936296867039,94.0,94.0,94.0
155213,65296328,65354018,95.813,1,20,88867,93822,0.05953558601662794,94.0,94.0,94.0
155214,65296328,65296329,89.2,1,20,88867,88868,0.055426448109162765,94.0,94.0,94.0
155215,65296329,65334101,197.253,1,20,88868,92525,0.12256763642238433,94.0,103.0,Boundary
155216,65296329,65296328,89.2,1,20,88868,88867,0.055426448109162765,94.0,94.0,94.0
155217,65296329,65296331,86.766,1,20,88868,88869,0.05391402686815714,94.0,95.0,Boundary
155218,65296331,65296329,86.766,1,20,88869,88868,0.05391402686815714,95.0,94.0,Boundary
155219,65296331,599157361,128.317,1,20,88869,179518,0.07973268544869326,95.0,94.0,Boundary
155220,65296331,65302219,197.403,1,20,88869,89462,0.1226608423328818,95.0,98.0,Boundary
155221,65296331,65296333,91.433,1,20,88869,88870,0.05681397343010179,95.0,95.0,95.0
155222,65296333,65354048,197.248,1,20,88870,93825,0.12256452955870108,95.0,98.0,Boundary
155223,65296333,65296334,88.64200000000001,1,20,88870,88871,0.05507972212211218,95.0,95.0,95.0
155224,65296333,65296331,91.433,1,20,88870,88869,0.05681397343010179,95.0,95.0,95.0
155225,65296334,65362651,197.319,1,20,88871,94308,0.12260864702300321,95.0,98.0,Boundary
155226,65296334,65296333,88.64200000000001,1,20,88871,88870,0.05507972212211218,95.0,95.0,95.0
155227,65296334,65296337,89.65700000000001,1,20,88871,88872,0.055710415449811736,95.0,95.0,95.0
155228,65296334,2800130439,350.019,1,20,88871,203974,0.21749226390942872,95.0,94.0,Boundary
155229,65296337,65344399,197.313,1,20,88872,93141,0.12260491878658332,95.0,98.0,Boundary
155230,65296337,65296340,89.111,1,20,88872,88873,0.055371145935600934,95.0,95.0,95.0
155231,65296337,65296334,89.65700000000001,1,20,88872,88871,0.055710415449811736,95.0,95.0,95.0
155232,65296337,65304073,193.343,1,20,88872,89693,0.12013806902208359,95.0,95.0,95.0
155233,65296340,65304075,193.324,1,20,88873,89694,0.12012626294008726,95.0,95.0,95.0
155234,65296340,65359051,197.263,1,20,88873,94118,0.12257385014975083,95.0,98.0,Boundary
155235,65296340,65296337,89.111,1,20,88873,88872,0.055371145935600934,95.0,95.0,95.0
155236,65296340,65296343,89.09899999999999,1,20,88873,88874,0.05536368946276113,95.0,95.0,95.0
155237,65296343,65314864,197.30900000000003,1,20,88874,90873,0.12260243329563675,95.0,98.0,Boundary
155238,65296343,65304078,193.291,1,20,88874,89695,0.12010575763977781,95.0,95.0,95.0
155239,65296343,65296340,89.09899999999999,1,20,88874,88873,0.05536368946276113,95.0,95.0,95.0
155240,65296343,65296346,88.25200000000001,1,20,88874,88875,0.05483738675481875,95.0,95.0,95.0
155241,65296346,65296343,88.25200000000001,1,20,88875,88874,0.05483738675481875,95.0,95.0,95.0
155242,65296346,1000699966,193.24,1,20,88875,184191,0.12007406763020867,95.0,95.0,95.0
155243,65296346,65322351,196.813,1,20,88875,91570,0.12229423241825842,95.0,98.0,Boundary
155244,65296346,65296348,90.326,1,20,88875,88876,0.05612611381063044,95.0,96.0,Boundary
155245,65296348,65288875,88.196,1,20,88876,88032,0.05480258988156636,96.0,96.0,96.0
155246,65296348,65313422,197.299,1,20,88876,90745,0.12259621956827023,96.0,97.0,Boundary
155247,65296348,65304084,193.643,1,20,88876,89696,0.12032448084307854,96.0,96.0,96.0
155248,65296348,65296346,90.326,1,20,88876,88875,0.05612611381063044,96.0,95.0,Boundary
155249,65296351,65304088,192.996,1,25,88877,89697,0.11992245268246611,96.0,96.0,96.0
155250,65296351,65296354,89.111,1,20,88877,88878,0.055371145935600934,96.0,96.0,96.0
155251,65296351,65305514,197.357,1,25,88877,89829,0.12263225918699591,96.0,97.0,Boundary
155252,65296351,65288875,89.67999999999998,1,20,88877,88032,0.05572470702275466,96.0,96.0,96.0
155253,65296354,65296356,87.238,1,20,88878,88879,0.05420731479985584,96.0,96.0,96.0
155254,65296354,65354542,197.922,1,20,88878,93858,0.12298333478320306,96.0,97.0,Boundary
155255,65296354,65304090,192.962,1,20,88878,89698,0.11990132600942001,96.0,96.0,96.0
155256,65296354,65296351,89.111,1,20,88878,88877,0.055371145935600934,96.0,96.0,96.0
155257,65296356,65349068,58.024,1,20,88879,93520,0.03605453167136839,96.0,96.0,96.0
155258,65296356,65349063,140.716,1,20,88879,93519,0.08743708601041422,96.0,97.0,Boundary
155259,65296356,65296354,87.238,1,20,88879,88878,0.05420731479985584,96.0,96.0,96.0
155260,65296356,65296364,92.914,1,20,88879,88880,0.05773422645308015,96.0,129.0,Boundary
155261,65296364,65313409,107.151,1,20,88880,90742,0.06658071010476345,129.0,129.0,129.0
155262,65296364,2371453143,101.495,2,20,88880,198573,0.1261324518125443,129.0,129.0,129.0
155263,65296364,65356357,129.607,1,20,88880,93935,0.08053425627897151,129.0,129.0,129.0
155264,65296364,65296356,92.914,1,20,88880,88879,0.05773422645308015,129.0,96.0,Boundary
155265,65296368,275511833,53.883,1,20,88881,163204,0.03348142716890154,129.0,129.0,129.0
155266,65296368,65356357,106.009,1,20,88881,93935,0.06587110243950937,129.0,129.0,129.0
155267,65296368,275511794,106.139,1,20,88881,163203,0.06595188089527385,129.0,129.0,129.0
155268,65296369,65296781,194.52,1,20,88882,88905,0.12086942473312043,129.0,129.0,129.0
155269,65296369,65296372,89.17399999999999,1,20,88882,88883,0.05541029241800986,129.0,129.0,129.0
155270,65296369,65296774,195.233,1,20,88882,88904,0.12131246349435174,129.0,129.0,129.0
155271,65296372,65336422,195.779,1,20,88883,92663,0.12165173300856252,129.0,129.0,129.0
155272,65296372,65296374,86.90299999999999,1,20,88883,88884,0.05399915493307816,129.0,129.0,129.0
155273,65296372,65296369,89.17399999999999,1,20,88883,88882,0.05541029241800986,129.0,129.0,129.0
155274,65296372,475423216,182.355,1,20,88883,177723,0.11331042539177551,129.0,129.0,129.0
155275,65296374,65296372,86.90299999999999,1,20,88884,88883,0.05399915493307816,129.0,129.0,129.0
155276,65296374,65306688,114.803,1,20,88884,89974,0.07133545428560777,129.0,129.0,129.0
155277,65296374,65306684,195.786,1,20,88884,89973,0.12165608261771907,129.0,129.0,129.0
155278,65296374,65333397,270.094,1,20,88884,92466,0.1678290479326929,129.0,129.0,129.0
155279,65296374,65296385,90.853,1,20,88884,88885,0.056453577242844895,129.0,130.0,Boundary
155280,65296385,65333408,65.771,1,20,88885,92467,0.04086830626219444,130.0,130.0,130.0
155281,65296385,65296388,66.012,1,20,88885,88886,0.041018057091727046,130.0,130.0,130.0
155282,65296385,65296374,90.853,1,20,88885,88884,0.056453577242844895,130.0,129.0,Boundary
155283,65296388,65371080,74.862,1,20,88886,94612,0.04651720581107783,130.0,130.0,130.0
155284,65296388,65296385,66.012,1,20,88886,88885,0.041018057091727046,130.0,130.0,130.0
155285,65296388,317353170,73.738,1,20,88886,167856,0.04581878285508345,130.0,129.0,Boundary
155286,65296411,65296414,94.056,1,20,88887,88888,0.058443834118334224,130.0,127.0,Boundary
155287,65296411,65304165,262.5180000000001,1,20,88887,89709,0.16312152807983404,130.0,130.0,130.0
155288,65296411,65287922,137.132,1,20,88887,87929,0.0852100861222613,130.0,130.0,130.0
155289,65296414,2449889397,19.419,1,20,88888,199921,0.012066437173002598,127.0,127.0,127.0
155290,65296414,65296411,94.056,1,20,88888,88887,0.058443834118334224,127.0,130.0,Boundary
155291,65296414,65287928,190.365,1,20,88888,87930,0.11828762101234047,127.0,127.0,127.0
155292,65296421,2449889397,31.694000000000003,1,20,88889,199921,0.019693787515378976,127.0,127.0,127.0
155293,65296421,65283094,20.007,1,20,88889,87697,0.012431804342152686,127.0,127.0,127.0
155294,65296421,65329805,51.274,1,20,88889,92222,0.03186026569898219,127.0,127.0,127.0
155299,65296463,65311880,72.209,1,20,88890,90553,0.0448687039407459,159.0,159.0,159.0
155300,65296463,2450003537,8.732999999999999,1,20,88890,199933,0.005426448109162762,159.0,159.0,159.0
155301,65296463,65311848,440.9479999999999,1,20,88890,90545,0.273993065480259,159.0,159.0,159.0
155302,65296463,65359818,95.247,1,20,88890,94155,0.059183889047684145,159.0,159.0,159.0
155303,65296469,65345554,79.968,1,20,88891,93201,0.04968993500441175,159.0,159.0,159.0
155304,65296469,65345552,78.76,1,20,88891,93200,0.04893931673853878,159.0,159.0,159.0
155305,65296469,65296478,167.06499999999997,1,20,88891,88892,0.10380963624839995,159.0,159.0,159.0
155306,65296469,2450003537,157.74,1,20,88891,199933,0.09801533547914053,159.0,159.0,159.0
155307,65296478,65340364,78.684,1,20,88892,92907,0.048892092410553395,159.0,159.0,159.0
155308,65296478,65340363,79.75,1,20,88892,92906,0.04955447574782209,159.0,159.0,159.0
155309,65296478,65290717,119.466,1,20,88892,88185,0.07423291535660581,159.0,163.0,Boundary
155310,65296478,65296469,167.065,1,20,88892,88891,0.10380963624839996,159.0,159.0,159.0
155312,65296523,65306661,107.817,2,20,88893,89969,0.13398908869474443,163.0,163.0,163.0
155313,65296586,65317210,22.725,1,20,88894,91073,0.01412069544036686,163.0,163.0,163.0
155314,65296586,260185095,21.483,2,20,88894,161277,0.0266979010028956,163.0,163.0,163.0
155315,65296586,65375770,57.20399999999999,1,20,88894,94774,0.03554500602731554,163.0,163.0,163.0
155316,65296591,4047651410,79.116,1,20,88895,211889,0.049160525432786116,186.0,186.0,186.0
155317,65296591,1196702052,78.73400000000002,1,20,88895,187556,0.0489231610473859,186.0,186.0,186.0
155318,65296591,65317286,81.14,1,20,88895,91078,0.05041818385176532,186.0,186.0,186.0
155322,65296604,4023017960,53.596,1,20,88896,211749,0.03330309319348304,57.0,57.0,57.0
155323,65296604,2392273471,102.477,1,20,88896,198836,0.06367641393366225,57.0,57.0,57.0
155324,65296604,65309670,28.947,1,20,88896,90343,0.017986876607801957,57.0,57.0,57.0
155326,65296613,4023019243,90.845,1,20,88897,211752,0.056448606260951696,57.0,57.0,57.0
155327,65296613,4023017960,161.411,1,20,88897,211749,0.10029639479538197,57.0,57.0,57.0
155328,65296613,65322428,78.91099999999999,1,20,88897,91578,0.0490331440217729,57.0,57.0,57.0
155329,65296623,4023019243,167.47199999999995,1,20,88898,211752,0.10406253495221642,57.0,57.0,57.0
155330,65296623,65354844,77.90699999999998,1,20,88898,93863,0.048409285794176485,57.0,57.0,57.0
155331,65296623,65296636,190.055,1,20,88898,88899,0.11809499546397903,57.0,57.0,57.0
155332,65296636,65296623,190.055,1,20,88899,88898,0.11809499546397903,57.0,57.0,57.0
155343,65296739,258912657,10.047,1,20,88900,160689,0.006242931885120609,53.0,53.0,53.0
155344,65296739,65304325,98.948,2,35,88900,89725,0.12296717909205016,53.0,53.0,53.0
155345,4062468476,4062468477,21.294,1,20,211915,211916,0.013231511054220987,186.0,186.0,186.0
155346,4062468476,65329277,72.06700000000002,1,20,211915,92179,0.04478046901214164,186.0,186.0,186.0
155347,4062468476,65299654,208.559,3,40,211915,89237,0.38877862974884114,186.0,186.0,186.0
155348,4062468477,4062468476,21.294,1,20,211916,211915,0.013231511054220987,186.0,186.0,186.0
155349,4062468477,4062468479,74.145,2,40,211916,211917,0.09214336311779985,186.0,186.0,186.0
155350,65296767,65318699,85.59299999999999,2,25,88901,91275,0.1063703132961338,128.0,128.0,128.0
155351,65296767,300752772,10.092,1,20,88901,165676,0.0062708936582698506,128.0,128.0,128.0
155352,65296769,65318084,89.179,1,20,88902,91205,0.05541339928169312,128.0,128.0,128.0
155353,65296769,65318082,89.26799999999999,1,20,88902,91204,0.05546870145525495,128.0,128.0,128.0
155354,65296769,65294353,194.482,1,20,88902,88636,0.12084581256912773,128.0,128.0,128.0
155355,65296769,65296771,194.3,1,20,88902,88903,0.12073272273105747,128.0,128.0,128.0
155356,65296771,65296769,194.3,1,20,88903,88902,0.12073272273105747,128.0,128.0,128.0
155357,65296771,65296774,195.669,1,20,88903,88904,0.12158338200753105,128.0,129.0,Boundary
155358,65296771,65312274,89.44200000000002,1,20,88903,90624,0.05557682031143203,128.0,128.0,128.0
155359,65296771,65312272,88.67299999999999,1,20,88903,90623,0.05509898467694831,128.0,128.0,128.0
155360,4062468479,4062452044,77.622,2,40,211917,211914,0.0964643891284626,186.0,186.0,186.0
155361,4062468479,65342084,213.145,1,20,211917,93025,0.13244249195322308,186.0,187.0,Boundary
155362,65296774,65336422,87.765,1,20,88904,92663,0.05453477823207029,129.0,129.0,129.0
155363,65296774,65296771,195.669,1,20,88904,88903,0.12158338200753105,129.0,128.0,Boundary
155364,65296774,65296369,195.233,1,20,88904,88882,0.12131246349435174,129.0,129.0,129.0
155365,65296774,65327285,178.225,1,20,88904,91995,0.11074415598941181,129.0,129.0,129.0
155366,65296781,65296369,194.52,1,20,88905,88882,0.12086942473312043,129.0,129.0,129.0
155367,65296781,65304099,90.872,1,20,88905,89701,0.056465383324841245,129.0,129.0,129.0
155368,65296781,65305047,284.546,1,20,88905,89783,0.17680912672275592,129.0,129.0,129.0
155369,65296781,65304103,175.45600000000005,1,20,88905,89702,0.10902357488162853,129.0,129.0,129.0
155370,65296794,65296797,108.301,2,25,88906,88907,0.13459057750382145,41.0,41.0,41.0
155371,65296794,276549440,269.86400000000003,3,30,88906,163369,0.5030583966097905,41.0,41.0,41.0
155372,65296794,3719529498,23.862,1,25,88906,209941,0.014827196241937688,41.0,41.0,41.0
155373,65296797,65296804,208.267,2,25,88907,88908,0.2588228714876906,41.0,41.0,41.0
155374,65296797,258965840,103.297,1,20,88907,160829,0.0641859395777151,41.0,41.0,41.0
155375,65296797,65296794,108.301,2,25,88907,88906,0.13459057750382145,41.0,41.0,41.0
155376,65296797,65303198,105.092,1,20,88907,89570,0.06530130364000149,41.0,41.0,41.0
155377,65296804,65303246,105.162,2,20,88908,89576,0.13068959946313397,41.0,41.0,41.0
155378,65296804,65296806,73.378,2,25,88908,88909,0.09119017733977905,41.0,41.0,41.0
155379,65296804,65296797,208.267,2,25,88908,88907,0.2588228714876906,41.0,41.0,41.0
155380,65296806,65303250,105.33,1,20,88909,89577,0.06544919035132414,41.0,41.0,41.0
155381,65296806,65296808,145.847,2,25,88909,88910,0.18125069904432875,41.0,41.0,41.0
155382,65296806,65296804,73.378,2,25,88909,88908,0.09119017733977905,41.0,41.0,41.0
155383,65296806,65333353,105.538,1,20,88909,92455,0.0655784358805473,41.0,41.0,41.0
155384,65296808,65279851,52.161,1,20,88910,87560,0.032411423316390575,41.0,41.0,41.0
155385,65296808,65296806,145.847,2,25,88910,88909,0.18125069904432875,41.0,41.0,41.0
155386,65296808,65296810,145.439,2,25,88910,88911,0.1807436588912225,41.0,41.0,41.0
155387,65296808,65332866,105.202,1,20,88910,92405,0.06536965464103298,41.0,41.0,41.0
155388,65296810,65279852,53.666,1,20,88911,87561,0.03334658928504853,41.0,41.0,41.0
155389,65296810,65326698,105.223,1,20,88911,91942,0.06538270346850261,41.0,41.0,41.0
155390,65296810,65296812,147.243,2,25,88911,88912,0.182985571725055,41.0,41.0,41.0
155391,65296810,65296808,145.439,2,25,88911,88910,0.1807436588912225,41.0,41.0,41.0
155392,65296812,65333356,105.445,1,20,88912,92456,0.06552064821603887,41.0,41.0,41.0
155393,65296812,65296815,146.285,2,25,88912,88913,0.18179502156163396,41.0,39.0,Boundary
155394,65296812,65296810,147.243,2,25,88912,88911,0.182985571725055,41.0,41.0,41.0
155395,65296815,65296818,29.208,1,30,88913,88914,0.018149054892067557,39.0,39.0,39.0
155396,65296815,65296812,146.285,2,25,88913,88912,0.18179502156163396,39.0,41.0,Boundary
155397,65296815,65333358,105.013,1,20,88913,92457,0.06525221519380617,39.0,41.0,Boundary
155398,65296818,65296815,29.208,1,30,88914,88913,0.018149054892067557,39.0,39.0,39.0
155399,65296818,330657202,52.962,2,25,88914,168568,0.06581828575689413,39.0,39.0,39.0
155400,65296818,65296822,116.908,2,25,88914,88915,0.14528688779251123,39.0,40.0,Boundary
155401,65296818,65333361,135.16,2,25,88914,92458,0.16796947817117577,39.0,39.0,39.0
155402,65296822,65333362,104.099,1,20,88915,92459,0.06468428051250824,40.0,40.0,40.0
155403,65296822,65296824,146.361,1,25,88915,88916,0.09094473510880237,40.0,40.0,40.0
155404,65296822,65296818,116.908,2,25,88915,88914,0.14528688779251123,40.0,39.0,Boundary
155405,65296822,65303272,104.173,1,20,88915,89582,0.06473026209502032,40.0,40.0,40.0
155406,65296824,65321123,49.805,1,20,88916,91463,0.030947469148843627,40.0,40.0,40.0
155407,65296824,65303234,102.981,1,20,88916,89574,0.06398958579293375,40.0,40.0,40.0
155408,65296824,65296822,146.361,1,25,88916,88915,0.09094473510880237,40.0,40.0,40.0
155409,65296824,65296827,147.93000000000004,2,25,88916,88917,0.18383933786521187,40.0,40.0,40.0
155410,65296827,1026928270,47.423,1,20,88917,184426,0.02946735929014379,40.0,40.0,40.0
155411,65296827,65296824,147.93000000000004,2,25,88917,88916,0.18383933786521187,40.0,40.0,40.0
155412,65296827,65296833,145.186,2,25,88917,88918,0.1804292442864777,40.0,40.0,40.0
155413,65296827,65333366,105.866,1,20,88917,92461,0.06578224613816845,40.0,40.0,40.0
155414,65296833,65303154,105.767,1,25,88918,89565,0.06572073023724011,40.0,40.0,40.0
155415,65296833,65327194,104.442,1,25,88918,91994,0.06489741136117912,40.0,40.0,40.0
155416,65296833,260336116,139.39600000000002,2,25,88918,161347,0.17323374799607294,40.0,44.0,Boundary
155417,65296833,65296827,145.186,2,25,88918,88917,0.1804292442864777,40.0,40.0,40.0
155418,65296837,260336116,13.498,2,30,88919,161347,0.016774578398598184,44.0,44.0,44.0
155419,65296837,260336123,105.534,3,30,88919,161350,0.19672785116880212,44.0,44.0,44.0
155420,65296837,65296839,140.066,2,25,88919,88920,0.17406638746318367,44.0,44.0,44.0
155421,65296839,65303162,105.474,1,25,88920,89566,0.06553866802540172,44.0,44.0,44.0
155422,65296839,65296846,146.197,2,25,88920,88921,0.18168565995998362,44.0,44.0,44.0
155423,65296839,65296837,140.066,2,25,88920,88919,0.17406638746318367,44.0,44.0,44.0
155424,65296839,65285879,28.086,1,25,88920,87786,0.01745187468154647,44.0,43.0,Boundary
155425,65296846,65303171,105.409,1,25,88921,89567,0.06549827879751949,44.0,44.0,44.0
155426,65296846,65296848,146.49200000000005,2,25,88921,88922,0.18205226987460704,44.0,44.0,44.0
155427,65296846,65296839,146.197,2,25,88921,88920,0.18168565995998362,44.0,44.0,44.0
155428,65296848,65303174,105.331,1,20,88922,89568,0.0654498117240608,44.0,44.0,44.0
155429,65296848,542900782,125.009,2,25,88922,178659,0.1553543688717114,44.0,44.0,44.0
155430,65296848,65296846,146.49200000000005,2,25,88922,88921,0.18205226987460704,44.0,44.0,44.0
155431,65296849,65292804,146.528,2,25,88923,88421,0.18209700871164577,44.0,44.0,44.0
155432,65296849,65303178,99.89900000000002,1,20,88923,89569,0.06207451501857906,44.0,44.0,44.0
155433,65296849,542900782,22.311,1,25,88923,178659,0.01386344712739384,44.0,44.0,44.0
155434,65296850,65328170,109.607,1,20,88924,92070,0.06810680154597537,44.0,43.0,Boundary
155435,65296850,4009044899,118.211,2,25,88924,211592,0.14690618514422063,44.0,44.0,44.0
155436,65296850,65292804,146.515,2,25,88924,88421,0.18208085302049287,44.0,44.0,44.0
155437,65296852,4009043777,101.619,2,20,88925,211590,0.12628655225123342,43.0,43.0,43.0
155438,65296852,4009044899,29.35,1,25,88925,211592,0.01823728982067183,43.0,44.0,Boundary
155439,65296852,258956662,16.36,1,25,88925,160755,0.010165657971590839,43.0,43.0,43.0
155443,65296864,65296869,148.159,1,20,88926,88927,0.09206196328929872,51.0,51.0,51.0
155444,65296864,65303209,104.732,1,20,88926,89572,0.06507760945480756,51.0,51.0,51.0
155445,65296864,65333385,104.788,1,20,88926,92464,0.06511240632805995,51.0,51.0,51.0
155446,65296864,4008988342,148.541,1,20,88926,211578,0.09229932767469895,51.0,51.0,51.0
155447,65296869,65296864,148.159,1,20,88927,88926,0.09206196328929872,51.0,51.0,51.0
155448,65296869,4008988501,146.415,1,20,88927,211583,0.09097828923658145,51.0,51.0,51.0
155449,65296869,65301601,104.838,1,20,88927,89398,0.06514347496489244,51.0,51.0,51.0
155450,65296869,65301602,104.681,1,20,88927,89399,0.06504591944523842,51.0,51.0,51.0
155452,65296881,4008988510,113.402,1,20,88928,211585,0.07046491108156139,52.0,51.0,Boundary
155453,65296881,65336755,230.773,1,20,88928,92703,0.14339605055488586,52.0,52.0,52.0
155454,65296881,258766010,19.44100000000001,1,20,88928,160516,0.0120801073732089,52.0,52.0,52.0
155458,65296947,65321325,18.593,1,20,88930,91490,0.011553183292529858,34.0,34.0,34.0
155459,65296947,65346660,20.461,1,20,88930,93248,0.012713907564591696,34.0,34.0,34.0
155460,65296947,65296948,92.181,1,20,88930,88931,0.05727876023711584,34.0,34.0,34.0
155461,65296948,65291972,19.706,1,20,88931,88308,0.012244771148421093,34.0,34.0,34.0
155462,65296948,65302899,51.992,1,20,88931,89530,0.03230641132389675,34.0,34.0,34.0
155463,65296948,65296947,92.181,1,20,88931,88930,0.05727876023711584,34.0,34.0,34.0
155464,65296954,1607089652,42.703,1,25,88932,190195,0.0265344799731567,169.0,169.0,169.0
155465,65296954,65297427,36.344,1,25,88932,89017,0.02258317074080058,169.0,169.0,169.0
155466,65296954,65296961,209.562,1,20,88932,88933,0.1302161134378068,169.0,169.0,169.0
155467,65296961,65316984,91.58,1,20,88933,91042,0.056905315222389306,169.0,169.0,169.0
155468,65296961,65332289,90.93,1,20,88933,92365,0.056501422943566935,169.0,169.0,169.0
155469,65296961,65296970,236.487,1,20,88933,88934,0.14694657437210285,169.0,169.0,169.0
155470,65296961,65296954,209.56199999999995,1,20,88933,88932,0.13021611343780679,169.0,169.0,169.0
155471,65296970,65332297,90.383,1,20,88934,92366,0.05616153205661949,169.0,169.0,169.0
155472,65296970,65316993,92.784,1,20,88934,91043,0.05765344799731568,169.0,169.0,169.0
155473,65296970,1777579525,61.284,1,20,88934,192816,0.03808020679284676,169.0,169.0,169.0
155474,65296970,65296961,236.487,1,20,88934,88933,0.14694657437210285,169.0,169.0,169.0
155475,65296994,65304496,94.442,2,35,88935,89744,0.11736736798936209,53.0,53.0,53.0
155476,65296994,258912671,9.845,1,20,88935,160696,0.006117414592317348,53.0,53.0,53.0
155477,65296996,258912671,204.545,1,20,88936,160696,0.12709868641803473,180.0,53.0,Boundary
155478,65296996,65330002,94.268,1,25,88936,92255,0.05857556513850399,180.0,179.0,Boundary
155479,65296996,65355430,94.435,1,25,88936,93890,0.05867933438552451,180.0,180.0,180.0
155480,65296996,65296998,207.797,1,20,88936,88937,0.1291193905576199,180.0,180.0,180.0
155481,65296998,65316698,94.429,1,25,88937,91016,0.05867560614910461,180.0,180.0,180.0
155482,65296998,65316696,94.279,1,25,88937,91015,0.058582400238607134,180.0,179.0,Boundary
155483,65296998,65296996,207.797,1,20,88937,88936,0.1291193905576199,180.0,180.0,180.0
155484,65296998,65297003,207.742,1,20,88937,88938,0.12908521505710416,180.0,180.0,180.0
155485,65297003,65357343,94.431,1,20,88938,94000,0.0586768488945779,180.0,180.0,180.0
155486,65297003,65330004,94.316,1,20,88938,92256,0.05860539102986318,180.0,179.0,Boundary
155487,65297003,65294075,207.675,1,20,88938,88604,0.12904358308374864,180.0,181.0,Boundary
155488,65297003,65296998,207.742,1,20,88938,88937,0.12908521505710416,180.0,180.0,180.0
155489,65297004,65324778,94.418,1,20,88939,91772,0.058668771049001464,181.0,181.0,181.0
155490,65297004,65324777,94.338,1,20,88939,91771,0.05861906123006947,181.0,179.0,Boundary
155491,65297004,65288338,207.82,1,20,88939,87981,0.12913368213056284,181.0,181.0,181.0
155492,65297004,65294075,207.563,1,20,88939,88604,0.12897398933724383,181.0,181.0,181.0
155493,65297007,65321252,94.414,1,20,88940,91484,0.05866628555805486,179.0,181.0,Boundary
155494,65297007,65321249,94.387,1,20,88940,91483,0.058649508494165316,179.0,179.0,179.0
155495,65297007,65297014,207.33,1,20,88940,88941,0.12882920948960444,179.0,181.0,Boundary
155496,65297007,65288338,207.853,1,20,88940,87981,0.12915418743087229,179.0,181.0,Boundary
155497,65297014,65326360,94.416,1,20,88941,91920,0.05866752830352816,181.0,181.0,181.0
155498,65297014,65326358,94.407,1,20,88941,91919,0.058661935948898306,181.0,179.0,Boundary
155499,65297014,65297017,208.02,1,20,88941,88942,0.1292579566778928,181.0,182.0,Boundary
155500,65297014,65297007,207.33,1,20,88941,88940,0.12882920948960444,181.0,179.0,Boundary
