osmid,x,y,ref,highway,index,index_right,objectid,taz,district,county,gacres
65295275,-122.39762720000002,37.7935131,,traffic_signals,88714,338.0,339.0,1.0,1.0,San Francisco,32.5306466602
65295278,-122.3988009,37.793364700000005,,traffic_signals,88715,338.0,339.0,1.0,1.0,San Francisco,32.5306466602
65295279,-122.3999769,37.7932159,,traffic_signals,88716,415.0,416.0,2.0,1.0,San Francisco,49.9111280785
65307349,-122.39654509999998,37.7946019,,traffic_signals,90070,338.0,339.0,1.0,1.0,San Francisco,32.5306466602
65307352,-122.3978164,37.794441,,traffic_signals,90071,435.0,436.0,22.0,1.0,San Francisco,140.633077255
65307354,-122.3989918,37.7942922,,traffic_signals,90072,338.0,339.0,1.0,1.0,San Francisco,32.5306466602
65307356,-122.4001635,37.794144,,traffic_signals,90073,955.0,956.0,24.0,1.0,San Francisco,63.2414347851
65319908,-122.399572,37.791327,,traffic_signals,91350,415.0,416.0,2.0,1.0,San Francisco,49.9111280785
65327403,-122.3986103,37.7924133,,traffic_signals,92007,338.0,339.0,1.0,1.0,San Francisco,32.5306466602
65336474,-122.3997849,37.792261100000005,,traffic_signals,92666,415.0,416.0,2.0,1.0,San Francisco,49.9111280785
65352415,-122.3975688,37.792548,,traffic_signals,93736,338.0,339.0,1.0,1.0,San Francisco,32.5306466602
258756405,-122.3964008,37.7932487,,traffic_signals,160428,338.0,339.0,1.0,1.0,San Francisco,32.5306466602
317122247,-122.3966495,37.794588700000006,,traffic_signals,167813,338.0,339.0,1.0,1.0,San Francisco,32.5306466602
1723738831,-122.3982976,37.791734000000005,,traffic_signals,192053,338.0,339.0,1.0,1.0,San Francisco,32.5306466602
1723739123,-122.3991626,37.7910505,,traffic_signals,192069,416.0,417.0,4.0,1.0,San Francisco,30.8835897729
1723739266,-122.3974037,37.7924404,,traffic_signals,192080,338.0,339.0,1.0,1.0,San Francisco,32.5306466602
1723768769,-122.3964805,37.7936648,,traffic_signals,192084,338.0,339.0,1.0,1.0,San Francisco,32.5306466602
1723768799,-122.3963514,37.7936818,,traffic_signals,192085,338.0,339.0,1.0,1.0,San Francisco,32.5306466602
4019009287,-122.3974495,37.7926417,,traffic_signals,211662,338.0,339.0,1.0,1.0,San Francisco,32.5306466602
5014084172,-122.3962778,37.7933542,,traffic_signals,220513,338.0,339.0,1.0,1.0,San Francisco,32.5306466602
5014084173,-122.3965374,37.793125,,traffic_signals,220514,338.0,339.0,1.0,1.0,San Francisco,32.5306466602
65295289,-122.4044255,37.7926558,,traffic_signals,88719,1023.0,1024.0,26.0,1.0,San Francisco,21.9178594676
65295293,-122.4059535,37.792458200000006,,traffic_signals,88720,339.0,340.0,3.0,1.0,San Francisco,23.5898849663
65295299,-122.40755159999998,37.7922563,,traffic_signals,88721,956.0,957.0,29.0,1.0,San Francisco,59.0121497346
65319923,-122.404059,37.790765500000006,,traffic_signals,91352,339.0,340.0,3.0,1.0,San Francisco,23.5898849663
65319933,-122.4055991,37.7905698,,traffic_signals,91353,339.0,340.0,3.0,1.0,San Francisco,23.5898849663
65319940,-122.4071243,37.7903759,,traffic_signals,91354,956.0,957.0,29.0,1.0,San Francisco,59.0121497346
65328705,-122.4057597,37.7915047,,traffic_signals,92130,339.0,340.0,3.0,1.0,San Francisco,23.5898849663
65352429,-122.4042334,37.7917031,,traffic_signals,93738,339.0,340.0,3.0,1.0,San Francisco,23.5898849663
65352435,-122.40735829999998,37.79130120000001,,traffic_signals,93739,956.0,957.0,29.0,1.0,San Francisco,59.0121497346
3406598342,-122.4064263,37.7903715,,,206955,340.0,341.0,5.0,1.0,San Francisco,84.6067427408
3406604945,-122.4068215,37.7904144,,,206956,339.0,340.0,3.0,1.0,San Francisco,23.5898849663
65303533,-122.4038718,37.7898332,,traffic_signals,89601,340.0,341.0,5.0,1.0,San Francisco,84.6067427408
65303538,-122.4054347,37.7896352,,traffic_signals,89602,340.0,341.0,5.0,1.0,San Francisco,84.6067427408
65303541,-122.4069817,37.7894357,,traffic_signals,89603,340.0,341.0,5.0,1.0,San Francisco,84.6067427408
65303544,-122.4086156,37.7892289,,traffic_signals,89604,957.0,958.0,6.0,1.0,San Francisco,48.8971501246
65314146,-122.4036842,37.788901,,traffic_signals,90799,340.0,341.0,5.0,1.0,San Francisco,84.6067427408
65319944,-122.4088057,37.790162200000005,,traffic_signals,91355,957.0,958.0,6.0,1.0,San Francisco,48.8971501246
65328690,-122.4050568,37.7877685,,traffic_signals,92129,340.0,341.0,5.0,1.0,San Francisco,84.6067427408
65334111,-122.4034972,37.7879652,,traffic_signals,92526,340.0,341.0,5.0,1.0,San Francisco,84.6067427408
552853360,-122.4082332,37.7873668,,traffic_signals,178729,1025.0,1026.0,7.0,1.0,San Francisco,73.2253271291
552853367,-122.4084166,37.7882951,,traffic_signals,178730,1025.0,1026.0,7.0,1.0,San Francisco,73.2253271291
1271001343,-122.4067939,37.7885009,,traffic_signals,188066,340.0,341.0,5.0,1.0,San Francisco,84.6067427408
1271001348,-122.4052473,37.7887033,,traffic_signals,188067,340.0,341.0,5.0,1.0,San Francisco,84.6067427408
1578907668,-122.4080561,37.7864339,,traffic_signals,189906,1025.0,1026.0,7.0,1.0,San Francisco,73.2253271291
1723738887,-122.4059164,37.7857139,,traffic_signals,192059,340.0,341.0,5.0,1.0,San Francisco,84.6067427408
1723738990,-122.4034364,37.7876758,,traffic_signals,192063,340.0,341.0,5.0,1.0,San Francisco,84.6067427408
1723739121,-122.4029838,37.7880314,,traffic_signals,192068,416.0,417.0,4.0,1.0,San Francisco,30.8835897729
2936165726,-122.406589,37.7875664,,traffic_signals,204713,340.0,341.0,5.0,1.0,San Francisco,84.6067427408
3810293247,-122.4068519,37.7856295,,,210289,340.0,341.0,5.0,1.0,San Francisco,84.6067427408
65300085,-122.4004765,37.785012,,traffic_signals,89302,341.0,342.0,12.0,1.0,San Francisco,85.4418901818
65300097,-122.40204140000002,37.78626129999999,,traffic_signals,89303,341.0,342.0,12.0,1.0,San Francisco,85.4418901818
65305814,-122.4020317,37.7891058,,traffic_signals,89857,416.0,417.0,4.0,1.0,San Francisco,30.8835897729
65306797,-122.3982588,37.786773,,traffic_signals,89989,420.0,421.0,16.0,1.0,San Francisco,197.841241524
65306800,-122.39898429999998,37.7862063,,traffic_signals,89990,420.0,421.0,16.0,1.0,San Francisco,197.841241524
65306802,-122.3993791,37.7858875,,traffic_signals,89991,341.0,342.0,12.0,1.0,San Francisco,85.4418901818
65306804,-122.4027076,37.7832509,,traffic_signals,89992,418.0,419.0,11.0,1.0,San Francisco,129.929058334
65317030,-122.3998107,37.7880097,,traffic_signals,91045,341.0,342.0,12.0,1.0,San Francisco,85.4418901818
65329980,-122.40050890000002,37.7874553,,traffic_signals,92252,341.0,342.0,12.0,1.0,San Francisco,85.4418901818
65351772,-122.4042562,37.7844896,,traffic_signals,93700,418.0,419.0,11.0,1.0,San Francisco,129.929058334
1723738893,-122.4020077,37.788802,,traffic_signals,192060,416.0,417.0,4.0,1.0,San Francisco,30.8835897729
1723739244,-122.4013982,37.789283700000006,,traffic_signals,192078,416.0,417.0,4.0,1.0,San Francisco,30.8835897729
65303525,-122.4005888,37.7902502,,traffic_signals,89599,416.0,417.0,4.0,1.0,San Francisco,30.8835897729
65306795,-122.3960285,37.7885423,,traffic_signals,89988,420.0,421.0,16.0,1.0,San Francisco,197.841241524
65334510,-122.397564,37.789771,,traffic_signals,92540,342.0,343.0,13.0,1.0,San Francisco,42.4431684916
1723739241,-122.4000967,37.7903123,,,192077,416.0,417.0,4.0,1.0,San Francisco,30.8835897729
1723739359,-122.3995716,37.790727200000006,,,192081,416.0,417.0,4.0,1.0,San Francisco,30.8835897729
65303488,-122.3940959,37.792562,,traffic_signals,89594,343.0,344.0,15.0,1.0,San Francisco,45.6870147075
65303495,-122.3925074,37.7912945,,traffic_signals,89595,420.0,421.0,16.0,1.0,San Francisco,197.841241524
65306785,-122.3916518,37.792,,traffic_signals,89984,420.0,421.0,16.0,1.0,San Francisco,197.841241524
65306787,-122.3934057,37.7906148,,traffic_signals,89985,420.0,421.0,16.0,1.0,San Francisco,197.841241524
65309522,-122.3932061,37.7932459,,traffic_signals,90328,435.0,436.0,22.0,1.0,San Francisco,140.633077255
65329405,-122.3949513,37.7918524,,traffic_signals,92183,419.0,420.0,14.0,1.0,San Francisco,49.0289292067
65363148,-122.3924485,37.7938314,,traffic_signals,94339,435.0,436.0,22.0,1.0,San Francisco,140.633077255
258965613,-122.3926006,37.7937142,,traffic_signals,160822,435.0,436.0,22.0,1.0,San Francisco,140.633077255
260193609,-122.3912179,37.7923424,,traffic_signals,161292,420.0,421.0,16.0,1.0,San Francisco,197.841241524
1723738865,-122.3956943,37.793826200000005,,traffic_signals,192058,435.0,436.0,22.0,1.0,San Francisco,140.633077255
1723738998,-122.3939014,37.7937627,,,192064,343.0,344.0,15.0,1.0,San Francisco,45.6870147075
3719575845,-122.390971,37.7925459,,traffic_signals,209942,343.0,344.0,15.0,1.0,San Francisco,45.6870147075
65281061,-122.4016133,37.7778393,2,motorway_junction,87640,344.0,345.0,18.0,1.0,San Francisco,171.998520481
65281097,-122.4003134,37.77780429999999,,traffic_signals,87641,344.0,345.0,18.0,1.0,San Francisco,171.998520481
65281916,-122.4018579,37.7790353,,traffic_signals,87663,344.0,345.0,18.0,1.0,San Francisco,171.998520481
65282779,-122.399635,37.7807911,,traffic_signals,87689,344.0,345.0,18.0,1.0,San Francisco,171.998520481
65284950,-122.3980878,37.7795658,,traffic_signals,87756,344.0,345.0,18.0,1.0,San Francisco,171.998520481
65285622,-122.3957703,37.7777178,,,87775,344.0,345.0,18.0,1.0,San Francisco,171.998520481
65290217,-122.3958596,37.7813262,,traffic_signals,88156,344.0,345.0,18.0,1.0,San Francisco,171.998520481
65290225,-122.40143290000002,37.776919,,,88157,344.0,345.0,18.0,1.0,San Francisco,171.998520481
65290229,-122.4025378,37.776045200000006,,traffic_signals,88158,422.0,423.0,19.0,1.0,San Francisco,201.021089774
65290795,-122.398999,37.777975,,,88192,344.0,345.0,18.0,1.0,San Francisco,171.998520481
65290798,-122.399767,37.7773689,,,88193,344.0,345.0,18.0,1.0,San Francisco,171.998520481
65293768,-122.4040826,37.7772779,,traffic_signals,88555,434.0,435.0,21.0,1.0,San Francisco,126.447802942
65293777,-122.4033895,37.7767255,,,88556,422.0,423.0,19.0,1.0,San Francisco,201.021089774
65293779,-122.4009956,37.7748144,,traffic_signals,88557,422.0,423.0,19.0,1.0,San Francisco,201.021089774
65299118,-122.3950877,37.7807099,,,89177,344.0,345.0,18.0,1.0,San Francisco,171.998520481
65300049,-122.3927644,37.778855,,traffic_signals,89296,344.0,345.0,18.0,1.0,San Francisco,171.998520481
65300052,-122.3943162,37.780094,,traffic_signals,89297,344.0,345.0,18.0,1.0,San Francisco,171.998520481
65300059,-122.3964029,37.7817599,,,89298,344.0,345.0,18.0,1.0,San Francisco,171.998520481
65300069,-122.3968469,37.7821144,,traffic_signals,89299,344.0,345.0,18.0,1.0,San Francisco,171.998520481
65300073,-122.3974003,37.7825562,,traffic_signals,89300,434.0,435.0,21.0,1.0,San Francisco,126.447802942
65303678,-122.40297040000002,37.7781564,,,89640,434.0,435.0,21.0,1.0,San Francisco,126.447802942
65315477,-122.3965439,37.7783334,,traffic_signals,90911,344.0,345.0,18.0,1.0,San Francisco,171.998520481
65315481,-122.3987697,37.776574,,traffic_signals,90912,344.0,345.0,18.0,1.0,San Francisco,171.998520481
65317715,-122.3983653,37.781794,,,91156,434.0,435.0,21.0,1.0,San Francisco,126.447802942
65317717,-122.40239440000002,37.7786114,,,91157,434.0,435.0,21.0,1.0,San Francisco,126.447802942
65324087,-122.3979976,37.7759585,,,91708,344.0,345.0,18.0,1.0,San Francisco,171.998520481
65325061,-122.3972398,37.7753545,,,91811,437.0,438.0,109.0,3.0,San Francisco,260.861043389
65334473,-122.3949973,37.777103,,traffic_signals,92539,437.0,438.0,109.0,3.0,San Francisco,260.861043389
65335256,-122.3990912,37.7803575,,,92577,344.0,345.0,18.0,1.0,San Francisco,171.998520481
65351987,-122.401171,37.777635,,,93712,344.0,345.0,18.0,1.0,San Francisco,171.998520481
601267947,-122.39857,37.7800422,,,179578,344.0,345.0,18.0,1.0,San Francisco,171.998520481
1260360822,-122.4019545,37.7780943,,,188002,344.0,345.0,18.0,1.0,San Francisco,171.998520481
65286126,-122.4063783,37.7754644,,,87789,422.0,423.0,19.0,1.0,San Francisco,201.021089774
65286864,-122.4084455,37.7736882,,traffic_signals,87810,422.0,423.0,19.0,1.0,San Francisco,201.021089774
65293753,-122.4071627,37.7797361,,traffic_signals,88551,418.0,419.0,11.0,1.0,San Francisco,129.929058334
65293760,-122.4056272,37.778510700000005,,traffic_signals,88552,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65293764,-122.4050714,37.7780671,,,88553,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65293766,-122.4046087,37.7776979,,,88554,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65297956,-122.4135916,37.7746549,,,89071,417.0,418.0,10.0,1.0,San Francisco,117.928630689
65303704,-122.409388,37.777976200000005,,traffic_signals,89643,417.0,418.0,10.0,1.0,San Francisco,117.928630689
65303706,-122.407854,37.7767525,,traffic_signals,89644,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65303711,-122.4073052,37.7763152,,,89645,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65303713,-122.4063083,37.7755198,,traffic_signals,89646,422.0,423.0,19.0,1.0,San Francisco,201.021089774
65306815,-122.4077053,37.77929879999999,,,89994,418.0,419.0,11.0,1.0,San Francisco,129.929058334
65306817,-122.4082752,37.7788519,,,89995,418.0,419.0,11.0,1.0,San Francisco,129.929058334
65306819,-122.409923,37.777553000000005,,,89996,417.0,418.0,10.0,1.0,San Francisco,117.928630689
65306822,-122.410506,37.777092,,,89997,417.0,418.0,10.0,1.0,San Francisco,117.928630689
65306827,-122.4116159,37.7762133,,traffic_signals,89998,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65306829,-122.4131528,37.774999900000005,,traffic_signals,89999,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65306832,-122.413769,37.774516,,,90000,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65306835,-122.4139536,37.7743701,,,90001,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65306838,-122.414368,37.774043,,traffic_signals,90002,417.0,418.0,10.0,1.0,San Francisco,117.928630689
65306840,-122.4155785,37.7730974,,traffic_signals,90003,1057.0,1058.0,107.0,3.0,San Francisco,357.880709822
65312158,-122.4144318,37.7731218,,,90595,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65312159,-122.4149972,37.7726292,,,90596,1057.0,1058.0,107.0,3.0,San Francisco,357.880709822
65317548,-122.4061601,37.77809,,,91124,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65317550,-122.406452,37.7778595,,,91125,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65317551,-122.4067445,37.7776285,,traffic_signals,91126,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65317554,-122.4070353,37.777399,,,91127,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65317557,-122.4083921,37.7763276,,,91128,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65317560,-122.4089666,37.775876,,,91129,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65317565,-122.4100831,37.7749925,,traffic_signals,91130,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65317568,-122.4116275,37.773773,,traffic_signals,91131,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65317569,-122.4122354,37.773293,,,91132,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65317570,-122.4128343,37.7728201,,traffic_signals,91133,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65317572,-122.4140462,37.771863200000006,,traffic_signals,91134,1057.0,1058.0,107.0,3.0,San Francisco,357.880709822
65317723,-122.40463429999998,37.7768423,,,91158,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65317725,-122.4049117,37.7766225,,,91159,422.0,423.0,19.0,1.0,San Francisco,201.021089774
65317727,-122.4054899,37.7761665,,,91160,422.0,423.0,19.0,1.0,San Francisco,201.021089774
65317729,-122.4068387,37.7751007,,,91161,422.0,423.0,19.0,1.0,San Francisco,201.021089774
65317738,-122.4085358,37.7737601,,traffic_signals,91162,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65317747,-122.4100831,37.7725377,,traffic_signals,91163,422.0,423.0,19.0,1.0,San Francisco,201.021089774
65317750,-122.410688,37.7720599,,,91164,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65317752,-122.4112871,37.7715867,,traffic_signals,91165,422.0,423.0,19.0,1.0,San Francisco,201.021089774
65317754,-122.41249340000002,37.7706339,,traffic_signals,91166,422.0,423.0,19.0,1.0,San Francisco,201.021089774
65339102,-122.4106972,37.7730184,,,92849,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65348475,-122.4064889,37.7769632,,,93479,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65349622,-122.4115952,37.7727899,,,93552,345.0,346.0,20.0,1.0,San Francisco,157.597206057
65351753,-122.411897,37.772073,,,93699,345.0,346.0,20.0,1.0,San Francisco,157.597206057
293738967,-122.4086666,37.7736568,,,165112,345.0,346.0,20.0,1.0,San Francisco,157.597206057
539989855,-122.4045223,37.776931,,,178494,345.0,346.0,20.0,1.0,San Francisco,157.597206057
539989856,-122.40606909999998,37.77816179999999,,,178495,345.0,346.0,20.0,1.0,San Francisco,157.597206057
1260360867,-122.4064812,37.7752872,,,188003,422.0,423.0,19.0,1.0,San Francisco,201.021089774
33241803,-122.4034504,37.8050417,,traffic_signals,401,948.0,949.0,41.0,1.0,San Francisco,309.403788861
65299283,-122.4000814,37.7996852,,,89192,346.0,347.0,23.0,1.0,San Francisco,145.753651836
65299288,-122.4012578,37.7995352,,,89193,346.0,347.0,23.0,1.0,San Francisco,145.753651836
65299292,-122.4024346,37.7993854,,,89194,950.0,951.0,37.0,1.0,San Francisco,70.8917484635
65305881,-122.405174,37.804763,,,89869,1018.0,1019.0,38.0,1.0,San Francisco,134.650478751
65312616,-122.4016301,37.8013923,,,90660,346.0,347.0,23.0,1.0,San Francisco,145.753651836
65312622,-122.4028145,37.8012849,,,90661,1018.0,1019.0,38.0,1.0,San Francisco,134.650478751
65322632,-122.4029913,37.8021689,,,91602,1018.0,1019.0,38.0,1.0,San Francisco,134.650478751
65327381,-122.399511,37.7969319,,,92003,435.0,436.0,22.0,1.0,San Francisco,140.633077255
65327384,-122.39968629999998,37.797807,,,92004,346.0,347.0,23.0,1.0,San Francisco,145.753651836
65327386,-122.3998726,37.798736600000005,,traffic_signals,92005,346.0,347.0,23.0,1.0,San Francisco,145.753651836
65327388,-122.4002641,37.8006154,,stop,92006,346.0,347.0,23.0,1.0,San Francisco,145.753651836
65333957,-122.3975508,37.799315500000006,,traffic_signals,92515,346.0,347.0,23.0,1.0,San Francisco,145.753651836
65333970,-122.3987149,37.7988841,,traffic_signals,92516,435.0,436.0,22.0,1.0,San Francisco,140.633077255
65333972,-122.4010676,37.7985844,,traffic_signals,92517,346.0,347.0,23.0,1.0,San Francisco,145.753651836
65333976,-122.4022446,37.7984353,,traffic_signals,92518,950.0,951.0,37.0,1.0,San Francisco,70.8917484635
65336047,-122.4020011,37.8032508,,,92620,346.0,347.0,23.0,1.0,San Francisco,145.753651836
65336052,-122.403175,37.8031053,,traffic_signals,92621,1018.0,1019.0,38.0,1.0,San Francisco,134.650478751
65336487,-122.4007017,37.7967813,,traffic_signals,92669,955.0,956.0,24.0,1.0,San Francisco,63.2414347851
65336489,-122.4008803,37.7976612,,traffic_signals,92670,955.0,956.0,24.0,1.0,San Francisco,63.2414347851
65336494,-122.40144309999998,37.8004632,,,92671,346.0,347.0,23.0,1.0,San Francisco,145.753651836
65345229,-122.3990364,37.8009761,,traffic_signals,93160,346.0,347.0,23.0,1.0,San Francisco,145.753651836
65345234,-122.40262040000002,37.8003142,,,93161,1018.0,1019.0,38.0,1.0,San Francisco,134.650478751
65359317,-122.4020392,37.7975109,,traffic_signals,94129,955.0,956.0,24.0,1.0,San Francisco,63.2414347851
65359321,-122.4033587,37.8040324,,stop,94130,346.0,347.0,23.0,1.0,San Francisco,145.753651836
65359323,-122.4035428,37.8049891,,traffic_signals,94131,346.0,347.0,23.0,1.0,San Francisco,145.753651836
65373502,-122.401811,37.8040707,,traffic_signals,94683,346.0,347.0,23.0,1.0,San Francisco,145.753651836
258965618,-122.3977885,37.79917929999999,,traffic_signals,160824,346.0,347.0,23.0,1.0,San Francisco,145.753651836
258965620,-122.3992608,37.80084779999999,,traffic_signals,160825,346.0,347.0,23.0,1.0,San Francisco,145.753651836
260194262,-122.4022807,37.8041967,,traffic_signals,161295,346.0,347.0,23.0,1.0,San Francisco,145.753651836
260194288,-122.4020702,37.804321,,traffic_signals,161296,346.0,347.0,23.0,1.0,San Francisco,145.753651836
260194406,-122.4031749,37.8051409,,traffic_signals,161297,948.0,949.0,41.0,1.0,San Francisco,309.403788861
276549440,-122.4035611,37.805122,,traffic_signals,163369,948.0,949.0,41.0,1.0,San Francisco,309.403788861
279074096,-122.4035807,37.803055,,,163487,1018.0,1019.0,38.0,1.0,San Francisco,134.650478751
280836272,-122.4020251,37.8039678,,traffic_signals,163564,346.0,347.0,23.0,1.0,San Francisco,145.753651836
65295281,-122.4011522,37.7930673,,traffic_signals,88717,415.0,416.0,2.0,1.0,San Francisco,49.9111280785
65295287,-122.4027912,37.7928594,,traffic_signals,88718,415.0,416.0,2.0,1.0,San Francisco,49.9111280785
65305815,-122.4024099,37.7909791,,traffic_signals,89858,415.0,416.0,2.0,1.0,San Francisco,49.9111280785
65305817,-122.4025983,37.791909,,traffic_signals,89859,415.0,416.0,2.0,1.0,San Francisco,49.9111280785
65305819,-122.4029757,37.7937875,,traffic_signals,89860,415.0,416.0,2.0,1.0,San Francisco,49.9111280785
65307359,-122.4013367,37.7939955,,traffic_signals,90074,955.0,956.0,24.0,1.0,San Francisco,63.2414347851
65307363,-122.4046141,37.7935779,,traffic_signals,90075,1023.0,1024.0,26.0,1.0,San Francisco,21.9178594676
65319911,-122.4007726,37.7911821,,traffic_signals,91351,415.0,416.0,2.0,1.0,San Francisco,49.9111280785
65352417,-122.40095929999998,37.7921162,,traffic_signals,93737,415.0,416.0,2.0,1.0,San Francisco,49.9111280785
65303529,-122.4022209,37.7900432,,traffic_signals,89600,416.0,417.0,4.0,1.0,San Francisco,30.8835897729
65297954,-122.4151466,37.7758929,,,89070,417.0,418.0,10.0,1.0,San Francisco,117.928630689
65303696,-122.4109356,37.7792109,,traffic_signals,89642,417.0,418.0,10.0,1.0,San Francisco,117.928630689
65306940,-122.4164474,37.7756999,,,90015,417.0,418.0,10.0,1.0,San Francisco,117.928630689
65306942,-122.4169784,37.7752726,,,90016,417.0,418.0,10.0,1.0,San Francisco,117.928630689
65306956,-122.4153262,37.776714,,,90017,417.0,418.0,10.0,1.0,San Francisco,117.928630689
65306958,-122.4165267,37.7757638,,,90018,417.0,418.0,10.0,1.0,San Francisco,117.928630689
65319555,-122.4153843,37.7748526,,,91310,417.0,418.0,10.0,1.0,San Francisco,117.928630689
65319565,-122.4165917,37.773901200000005,,,91311,1057.0,1058.0,107.0,3.0,San Francisco,357.880709822
65325009,-122.4171256,37.7743254,,traffic_signals,91804,1057.0,1058.0,107.0,3.0,San Francisco,357.880709822
65325013,-122.4161272,37.7735327,,,91805,1057.0,1058.0,107.0,3.0,San Francisco,357.880709822
65325208,-122.4149212,37.7744848,,,91827,417.0,418.0,10.0,1.0,San Francisco,117.928630689
65326533,-122.4148936,37.7773181,,,91935,417.0,418.0,10.0,1.0,San Francisco,117.928630689
65326536,-122.4141205,37.7767058,,,91936,417.0,418.0,10.0,1.0,San Francisco,117.928630689
65339089,-122.4147169,37.7762334,,traffic_signals,92848,417.0,418.0,10.0,1.0,San Francisco,117.928630689
65347696,-122.415511,37.7756043,,,93392,417.0,418.0,10.0,1.0,San Francisco,117.928630689
65351748,-122.4159234,37.7752776,,traffic_signals,93698,417.0,418.0,10.0,1.0,San Francisco,117.928630689
65363166,-122.4131749,37.7774549,,traffic_signals,94341,417.0,418.0,10.0,1.0,San Francisco,117.928630689
1723738832,-122.4186749,37.775549600000005,,,192054,1057.0,1058.0,107.0,3.0,San Francisco,357.880709822
2884715022,-122.4173074,37.7763784,,,204506,417.0,418.0,10.0,1.0,San Francisco,117.928630689
4061762656,-122.4174509,37.7765101,,,211895,417.0,418.0,10.0,1.0,San Francisco,117.928630689
4061762661,-122.416362,37.7775451,,traffic_signals,211896,1026.0,1027.0,9.0,1.0,San Francisco,179.933489877
4061762663,-122.41761979999998,37.77654329999999,,,211897,1026.0,1027.0,9.0,1.0,San Francisco,179.933489877
4061806111,-122.4147149,37.7786814,,traffic_signals,211898,1026.0,1027.0,9.0,1.0,San Francisco,179.933489877
4061806112,-122.4124836,37.7804523,,traffic_signals,211899,959.0,960.0,8.0,1.0,San Francisco,81.8893965598
4061806118,-122.4125763,37.7805274,,traffic_signals,211902,959.0,960.0,8.0,1.0,San Francisco,81.8893965598
4061806119,-122.4148257,37.7787765,,traffic_signals,211903,1026.0,1027.0,9.0,1.0,San Francisco,179.933489877
4061806120,-122.4160889,37.777772600000006,,,211904,1026.0,1027.0,9.0,1.0,San Francisco,179.933489877
4178174287,-122.4162654,37.7774619,,traffic_signals,212561,1026.0,1027.0,9.0,1.0,San Francisco,179.933489877
4178230427,-122.4178444,37.7763691,,,212562,1026.0,1027.0,9.0,1.0,San Francisco,179.933489877
4720933158,-122.4175696,37.7765894,,,217284,1026.0,1027.0,9.0,1.0,San Francisco,179.933489877
5257236556,-122.4175036,37.7764661,,,221753,417.0,418.0,10.0,1.0,San Francisco,117.928630689
65293746,-122.4087215,37.7809779,,traffic_signals,88550,418.0,419.0,11.0,1.0,San Francisco,129.929058334
65306810,-122.4049417,37.7814932,,traffic_signals,89993,418.0,419.0,11.0,1.0,San Francisco,129.929058334
65306931,-122.4077078,37.7826157,,,90014,418.0,419.0,11.0,1.0,San Francisco,129.929058334
65319536,-122.4092889,37.7796714,,,91309,418.0,419.0,11.0,1.0,San Francisco,129.929058334
65321839,-122.4071777,37.7821926,,,91528,418.0,419.0,11.0,1.0,San Francisco,129.929058334
65325032,-122.4064956,37.78272929999999,,traffic_signals,91808,418.0,419.0,11.0,1.0,San Francisco,129.929058334
65372925,-122.4091399,37.7834292,,traffic_signals,94665,959.0,960.0,8.0,1.0,San Francisco,81.8893965598
1723738829,-122.4103557,37.7822065,,traffic_signals,192052,959.0,960.0,8.0,1.0,San Francisco,81.8893965598
1723739163,-122.4080709,37.784012700000005,,traffic_signals,192071,959.0,960.0,8.0,1.0,San Francisco,81.8893965598
1723739205,-122.4087107,37.7835088,,traffic_signals,192075,959.0,960.0,8.0,1.0,San Francisco,81.8893965598
1723739263,-122.4090996,37.7832019,,traffic_signals,192079,959.0,960.0,8.0,1.0,San Francisco,81.8893965598
4061806116,-122.411717,37.7812048,,traffic_signals,211900,959.0,960.0,8.0,1.0,San Francisco,81.8893965598
4061806117,-122.4120025,37.7809809,,traffic_signals,211901,959.0,960.0,8.0,1.0,San Francisco,81.8893965598
65306789,-122.3942801,37.7899232,,traffic_signals,89986,420.0,421.0,16.0,1.0,San Francisco,197.841241524
65306793,-122.3951477,37.7892316,,traffic_signals,89987,419.0,420.0,14.0,1.0,San Francisco,49.0289292067
65308413,-122.39581499999998,37.7911514,,traffic_signals,90227,419.0,420.0,14.0,1.0,San Francisco,49.0289292067
65363153,-122.3966889,37.7904618,,traffic_signals,94340,419.0,420.0,14.0,1.0,San Francisco,49.0289292067
