x_x,y_x,x_y,y_y,time_departure
-122.4011522,37.7930673,-122.3978415,37.7846577,29004.6
-122.4120025,37.7809809,-122.42728,37.7897466,29004.6
-122.414258,37.7837336,-122.4178336,37.7697121,29004.8
-122.4068519,37.7856295,-122.235712,37.7737409,29005.5
-122.4059164,37.7857139,-122.403883,37.779005,29007.6
-122.4091399,37.7834292,-122.4371367,37.8043558,29007.7
-122.4137429,37.7895358,-122.4016301,37.8013923,29008.6
-122.4153391,37.7807264,-122.4107505,37.7681875,29009.7
-122.4011522,37.7930673,-122.3884314,37.7817918,29010.5
-122.4098893,37.7871562,-122.4114577,37.8011182,29011.6
-122.4029838,37.7880314,-122.3931794,37.7945305,29011.9
-122.4120025,37.7809809,-122.4289237,37.7895373,29012.1
-122.4007726,37.7911821,-122.4862948,37.7322435,29013
-122.4080561,37.7864339,-122.4087215,37.7809779,29013.2
-122.404059,37.7907655,-122.427167,37.762973,29013.4
-122.4155274,37.7816602,-122.3989843,37.7862063,29014
-122.4067939,37.7885009,-122.4782467,37.7485563,29014.9
-122.3976272,37.7935131,-122.4123467,37.8076948,29015.6
-122.417548,37.7833151,-122.3957703,37.7777178,29016.2
-122.4120025,37.7809809,-122.4207223,37.7819539,29016.5
-122.4106265,37.7824273,-122.4123268,37.7334081,29017.7
-122.4029757,37.7937875,-122.4089267,37.7948421,29017.8
-122.4027912,37.7928594,-122.4995172,37.7607126,29020.5
-122.4038718,37.7898332,-122.3881286,37.7817716,29020.5
-122.4135549,37.7886026,-122.4173491,37.7635718,29022.4
-122.3989918,37.7942922,-122.4398552,37.7541671,29024.9
-122.399572,37.791327,-122.4143094,37.7923483,29026.1
-122.4128028,37.7848729,-122.0943345,37.3672361,29028.8
-122.3995716,37.7907272,-122.4843425,37.7744399,29029.6
-122.4020077,37.788802,-122.4022758,37.7738026,29031.6
-122.4011522,37.7930673,-122.4269105,37.7460983,29031.8
-122.4169202,37.7776604,-122.4048876,37.7643851,29032.6
-122.4160889,37.7777726,-122.5280449,37.97414,29036.1
-122.4131792,37.786738,-122.4022758,37.7738026,29038.6
-122.4052473,37.7887033,-122.3939014,37.7937627,29038.7
-122.4024099,37.7909791,-122.442575,37.765928,29039.7
-122.416362,37.7775451,-122.4179542,37.793691,29039.8
-122.4176198,37.7765433,-122.4034364,37.7876758,29040.4
-122.4036842,37.788901,-122.3928492,37.7704619,29047.1
-122.4113476,37.7860145,-122.6477533,38.0100271,29049.7
-122.4131792,37.786738,-122.3897575,37.7812476,29050.3
-122.3997849,37.7922611,-122.4126077,37.796915,29051.1
-122.411723,37.7878756,-122.424276,37.8004369,29051.7
-122.4087107,37.7835088,-122.4179031,37.7692812,29051.8
-122.4022209,37.7900432,-122.4186311,37.7728419,29054.8
-122.4029838,37.7880314,-122.4450525,37.7973164,29056.3
-122.399572,37.791327,-122.4076423,37.7927041,29056.4
-122.4133664,37.7876672,-122.4161895,37.7714105,29056.8
-122.4027912,37.7928594,-122.4279822,37.7848852,29056.9
-122.4067939,37.7885009,-122.4020392,37.7975109,29057.6
-122.4131792,37.786738,-122.4225309,37.7479421,29057.8
-122.4068519,37.7856295,-122.3953267,37.760083,29058.5
-122.3997849,37.7922611,-122.3975671,37.7188833,29062.2
-122.4120025,37.7809809,-122.470059,37.7864373,29063.2
-122.4007726,37.7911821,-122.4506756,37.7895278,29064.2
-122.4102667,37.7890203,-122.3944854,37.7873072,29064.4
-122.4042334,37.7917031,-122.4748106,37.7817918,29065
-122.3986103,37.7924133,-122.4033587,37.8040324,29065.2
-122.3986103,37.7924133,-122.3979976,37.7759585,29065.5
-122.4131495,37.7810015,-122.4037583,37.7699911,29067
-122.4029838,37.7880314,-122.412681,37.740257,29067.1
-122.411723,37.7878756,-122.4020077,37.788802,29067.8
-122.4095133,37.7852904,-121.8778974,37.6858929,29067.9
-122.4120997,37.7897443,-122.4376246,37.7992147,29068
-122.4157156,37.7825934,-122.4184871,37.787976,29068.7
-122.4178444,37.7763691,-122.2424485,37.8168842,29071.2
-122.4064263,37.7903715,-122.3927767,37.7091621,29072.9
-122.3991626,37.7910505,-122.428419,37.8037362,29073.3
-122.4157156,37.7825934,-122.437729,37.7229428,29073.3
-122.4133664,37.7876672,-122.3941063,37.781702,29074.5
-122.4011522,37.7930673,-122.4144318,37.7731218,29074.7
-122.4020317,37.7891058,-122.3957703,37.7777178,29075.7
-122.409388,37.7779762,-122.3974037,37.7924404,29075.9
-122.3995716,37.7907272,-122.3964008,37.7932487,29076.1
-122.4027912,37.7928594,-122.4068491,37.7969087,29082
-122.4013982,37.7892837,-122.483264,37.7230637,29082
-122.4131792,37.786738,-122.3925074,37.7912945,29082.2
-122.3999769,37.7932159,-122.5041097,37.8839732,29082.9
-122.4036842,37.788901,-122.2596122,37.5690225,29085.1
-122.4013982,37.7892837,-122.4155747,37.7902567,29085.4
-122.399572,37.791327,-122.3964029,37.7817599,29090.6
-122.4029838,37.7880314,-122.479288,37.7634774,29091
-122.4005888,37.7902502,-122.4219112,37.779892,29091.9
-122.4022209,37.7900432,-122.4274127,37.7820615,29093.7
-122.4164231,37.7777453,-122.5036825,38.0150645,29093.7
-122.3982976,37.791734,-122.3970214,37.7966013,29094.9
-122.3999769,37.7932159,-122.4443762,37.7036447,29096.5
-122.4135549,37.7886026,-122.4029757,37.7937875,29096.9
-122.4091399,37.7834292,-122.4552531,37.7871393,29097.5
-122.3988009,37.7933647,-122.4291372,37.7694019,29098.1
-122.3974495,37.7926417,-122.4117211,37.760385,29098.9
-122.4104533,37.7899531,-122.4131749,37.7774549,29099.2
-122.4100772,37.7880844,-122.4656469,37.6572055,29101.2
-122.3986103,37.7924133,-122.3920702,37.7867734,29102.8
-122.4147149,37.7786814,-122.3103694,37.9069702,29103.2
-122.4080561,37.7864339,-122.3911647,37.7526361,29103.7
-122.4068519,37.7856295,-122.4420198,37.7706435,29105.6
-122.4102667,37.7890203,-122.4025983,37.791909,29107.1
-122.4147017,37.7817657,-122.4233586,37.7575702,29107.2
-122.3995716,37.7907272,-122.4542623,37.7905818,29107.7
-122.3964805,37.7936648,-122.3934057,37.7906148,29108.2
-122.4011522,37.7930673,-122.3939014,37.7937627,29109.1
-122.4029838,37.7880314,-122.416587,37.7555769,29109.7
-122.4025983,37.791909,-122.4234665,37.7792164,29110.1
-122.4020077,37.788802,-122.4009593,37.7921162,29111.1
-122.4109719,37.7841515,-122.4796418,37.7285593,29111.2
-122.4022209,37.7900432,-122.4151466,37.7758929,29111.4
-122.4176198,37.7765433,-122.3989432,37.7837879,29113.6
-122.4155274,37.7816602,-122.3989432,37.7837879,29118
-122.4020317,37.7891058,-122.4242464,37.7414885,29118.3
-122.4069817,37.7894357,-122.4789268,37.7429137,29118.9
-122.399572,37.791327,-122.4007006,37.601538,29121.4
-122.3965451,37.7946019,-122.398353,37.797093,29122.2
-122.4007726,37.7911821,-122.4248077,37.7627103,29124.8
-122.4138822,37.7818704,-122.4368299,37.8036183,29125.3
-122.4050568,37.7877685,-122.4261917,37.7760035,29127.8
-122.414258,37.7837336,-122.414333,37.746766,29128.8
-122.4120997,37.7897443,-122.4506756,37.7895278,29128.9
-122.4022209,37.7900432,-122.4159547,37.7921393,29129.1
-122.4005888,37.7902502,-122.1874323,37.7807037,29129.6
-122.406589,37.7875664,-122.4217129,37.6577329,29129.6
-122.4000967,37.7903123,-122.4224564,37.7913137,29130.5
-122.4064263,37.7903715,-122.4208885,37.7271178,29131.2
-122.4013982,37.7892837,-122.4389004,37.7806028,29132.7
-122.4029838,37.7880314,-122.3920702,37.7867734,29133
-122.3988009,37.7933647,-122.4375306,37.7987517,29133.2
-122.4120025,37.7809809,-122.2313252,37.8297895,29133.4
-122.4084166,37.7882951,-122.4149212,37.7744848,29133.6
-122.4013982,37.7892837,-122.4291951,37.7177747,29133.7
-122.4120997,37.7897443,-122.4417335,37.7943892,29133.8
-122.4131792,37.786738,-121.9451022,37.7148337,29133.9
-122.4148257,37.7787765,-122.4005888,37.7902502,29134.3
-122.406589,37.7875664,-122.2773693,37.8016117,29135.1
-122.4011522,37.7930673,-122.4214222,37.7941447,29135.6
-122.3997849,37.7922611,-122.4153262,37.776714,29137.3
-122.4091399,37.7834292,-122.4502349,37.769594,29138.3
-122.4034364,37.7876758,-122.4294773,37.7755858,29138.6
-122.4129919,37.7858081,-122.3989432,37.7837879,29140
-122.4025983,37.791909,-122.4481262,37.7756008,29140.2
-122.4034972,37.7879652,-122.3939857,37.7761888,29140.8
-122.4100772,37.7880844,-122.4195122,37.7290492,29141.7
-122.4034364,37.7876758,-122.4161325,37.7930204,29142
-122.4111043,37.7822252,-122.3993382,37.6033419,29142.1
-122.4064263,37.7903715,-122.4308404,37.7227978,29146.3
-122.4009593,37.7921162,-122.4524963,37.7901972,29146.6
-122.4024099,37.7909791,-122.4759504,37.7062262,29147
-122.4137429,37.7895358,-122.3951781,37.7843129,29147.3
-122.4024099,37.7909791,-122.4160992,37.7620369,29147.4
-122.4025983,37.791909,-122.4714257,37.7600817,29149.3
-122.4007726,37.7911821,-122.3988009,37.7933647,29149.9
-122.4025983,37.791909,-122.4308894,37.7825732,29150
-122.4115357,37.7869469,-122.4437174,37.7827089,29150.5
-122.4007726,37.7911821,-122.4115357,37.7869469,29151.8
-122.4009593,37.7921162,-122.4672779,37.7622008,29152.1
-122.4120997,37.7897443,-122.397564,37.789771,29152.9
-122.4188105,37.7812425,-122.4413671,37.784113,29153
-122.4013982,37.7892837,-122.40392,37.741066,29153.9
-122.4013982,37.7892837,-122.4522533,37.7628529,29154.2
-122.4067939,37.7885009,-122.401811,37.8040707,29154.7
-122.4080561,37.7864339,-122.4027912,37.7928594,29156.6
-122.4020077,37.788802,-122.446899,37.786153,29157.1
-122.4029757,37.7937875,-122.2572177,38.0263111,29159.2
-122.4138822,37.7818704,-122.4470885,37.7286797,29159.8
-122.4129919,37.7858081,-122.3951477,37.7892316,29160.6
-122.404059,37.7907655,-122.4342202,37.7907202,29162.8
-122.3988009,37.7933647,-122.3962945,37.7664848,29163.2
-122.4159234,37.7752776,-122.4029757,37.7937875,29165.9
-122.4119117,37.7888113,-122.4054347,37.7896352,29166.1
-122.4124836,37.7804523,-122.4027912,37.7928594,29166.8
-122.4054347,37.7896352,-122.4054471,37.7748326,29166.9
-122.4084166,37.7882951,-122.3965451,37.7946019,29168.9
-122.3995716,37.7907272,-122.4250653,37.7871398,29169.1
-122.4164231,37.7777453,-122.394533,37.7663056,29169.3
-122.4020077,37.788802,-122.4028512,37.7533364,29169.6
-122.4093268,37.7843607,-122.3963772,37.774644,29170.8
-122.4082332,37.7873668,-122.39474,37.7956094,29173.6
-122.4057597,37.7915047,-122.3974003,37.7825562,29174.1
-122.4080709,37.7840127,-122.4524397,37.772155,29175.1
-122.4029838,37.7880314,-122.4089965,37.7910927,29175.9
-122.4009593,37.7921162,-122.2725981,38.0116241,29176.1
-122.4111043,37.7822252,-122.439182,37.7815187,29177.5
-122.4024099,37.7909791,-122.4013322,37.7622763,29178
-122.4050568,37.7877685,-122.4037583,37.7699911,29178.8
-122.4022209,37.7900432,-122.4035807,37.803055,29179.1
-122.4111594,37.7850815,-122.4033131,37.7955333,29179.8
-122.417548,37.7833151,-122.4342612,37.7528897,29181
-122.4162654,37.7774619,-122.4141826,37.8084268,29181.1
-122.4169854,37.782432,-122.3894877,37.7797635,29181.4
-122.4086959,37.7853941,-122.399572,37.791327,29182.2
-122.399572,37.791327,-122.3880152,37.7870938,29182.7
-122.4011522,37.7930673,-122.5083777,37.8970534,29183.1
-122.3997849,37.7922611,-122.4164691,37.7863197,29183.5
-122.4069817,37.7894357,-122.4237433,37.7615706,29183.5
-122.4025983,37.791909,-122.393666,37.7944973,29185.1
-122.4086156,37.7892289,-122.4858031,37.6215288,29185.8
-122.4020317,37.7891058,-122.4267081,37.7670642,29186.2
-122.399572,37.791327,-122.4458298,37.715264,29186.4
-122.4098893,37.7871562,-122.4807776,37.8479524,29186.4
-122.4140702,37.7828026,-122.4036185,37.7957573,29186.7
-122.4082332,37.7873668,-122.390321,37.7881515,29187.1
-122.419005,37.7821738,-122.4611055,37.7661221,29187.8
-122.4113476,37.7860145,-122.4088057,37.7901622,29189
-122.4068519,37.7856295,-122.4224523,37.7480915,29190.7
-122.4133664,37.7876672,-122.4018579,37.7790353,29192.6
-122.4089543,37.7863178,-122.4252482,37.7534363,29192.6
-122.4138822,37.7818704,-122.4188637,37.7898381,29193.2
-122.4133664,37.7876672,-122.4009593,37.7921162,29193.3
-122.4000967,37.7903123,-122.4301795,37.7797965,29194.2
-122.3974037,37.7924404,-122.4624574,37.7852729,29195.3
-122.4024099,37.7909791,-122.446538,37.7086729,29198
-122.3989918,37.7942922,-122.423724,37.7729706,29198.7
-122.4104533,37.7899531,-122.4025983,37.791909,29198.8
-122.3991626,37.7910505,-122.4481262,37.7756008,29199.1
-122.4085318,37.7844618,-122.4036842,37.788901,29199.3
-122.3963514,37.7936818,-122.3952892,37.7967963,29200.1
-122.4100772,37.7880844,-122.3928646,37.7824848,29201.6
-122.4159033,37.7835243,-122.4394849,37.7747911,29202.6
-122.4082332,37.7873668,-122.4604499,37.78726,29204.1
-122.4050568,37.7877685,-122.3886184,37.7894946,29204.7
-122.4005888,37.7902502,-122.4344721,37.7325415,29204.8
-122.4000967,37.7903123,-122.433315,37.742495,29205.7
-122.4082332,37.7873668,-122.4184499,37.7722381,29206.4
-122.3966495,37.7945887,-122.3997849,37.7922611,29207.1
-122.4165267,37.7757638,-122.4113476,37.7860145,29207.2
-122.3997849,37.7922611,-122.2746034,37.8279868,29207.3
-122.4173074,37.7763784,-122.4034364,37.7876758,29207.9
-122.4135549,37.7886026,-122.4169251,37.77173,29208.3
-122.4191918,37.7831061,-122.4095133,37.7852904,29211.8
-122.4067939,37.7885009,-122.3939349,37.7868664,29212.1
-122.4102667,37.7890203,-122.3966544,37.7262123,29212.3
-122.4129919,37.7858081,-122.4625658,37.7867765,29212.3
-122.4034364,37.7876758,-122.434264,37.7697914,29212.4
-122.4138822,37.7818704,-122.4213814,37.7852193,29213.5
-122.3991626,37.7910505,-122.38788,37.7528336,29213.6
-122.4097,37.7862213,-122.4027193,37.7660801,29215.3
-122.4025983,37.791909,-122.4619868,37.727467,29215.6
-122.4169202,37.7776604,-122.2780392,37.5221987,29217.6
-122.4052473,37.7887033,-122.4178817,37.7708619,29218.9
-122.4038718,37.7898332,-122.4338863,37.7345113,29219.7
-122.4005888,37.7902502,-122.5013674,37.8874212,29220.4
-122.4025983,37.791909,-122.4027076,37.7832509,29220.6
-122.3995716,37.7907272,-122.2459425,37.4987569,29221.8
-122.4178444,37.7763691,-122.4658868,37.7409483,29221.9
-122.4097,37.7862213,-122.4180049,37.7765642,29224
-122.3974495,37.7926417,-122.4546452,37.7123303,29224.7
-122.4038718,37.7898332,-122.4111043,37.7822252,29225
-122.4068519,37.7856295,-122.3919168,37.7781551,29225.8
-122.3991626,37.7910505,-122.4066341,37.7978752,29226.8
-122.410784,37.7832203,-122.4444226,37.7640064,29228.1
-122.414258,37.7837336,-122.3942446,37.7885329,29228.1
-122.416889,37.781954,-122.401131,37.731259,29228.8
-122.4102667,37.7890203,-122.4918432,37.7740984,29229.4
-122.4119117,37.7888113,-122.4385959,37.7873277,29229.4
-122.4059164,37.7857139,-122.4057597,37.7915047,29230
-122.4159033,37.7835243,-122.4187018,37.620252,29230.6
-122.4120025,37.7809809,-122.4435748,37.7866945,29231.2
-122.3982976,37.791734,-122.406841,37.7942006,29231.7
-122.4067939,37.7885009,-122.3991626,37.7910505,29231.8
-122.4109719,37.7841515,-122.4001635,37.794144,29232.4
-122.3991626,37.7910505,-122.4027912,37.7928594,29233.7
-122.4162654,37.7774619,-122.4064812,37.7752872,29234.3
-122.3964805,37.7936648,-122.3963772,37.774644,29236.7
-122.4169202,37.7776604,-122.4735375,37.7985198,29238.3
-122.4013982,37.7892837,-122.4075026,37.7738722,29241.2
-122.4131495,37.7810015,-122.422258,37.768754,29241.9
-122.4104533,37.7899531,-122.4100772,37.7880844,29243.9
-122.3966495,37.7945887,-122.3991277,37.7405386,29245.9
-122.3995716,37.7907272,-122.4845407,37.7464075,29246.1
-122.3986103,37.7924133,-122.380817,37.726364,29246.5
-122.4137429,37.7895358,-122.4070333,37.7978241,29246.8
-122.4133664,37.7876672,-122.4750313,37.7269247,29248
-122.3989918,37.7942922,-122.4367747,37.7950199,29248.6
-122.3989918,37.7942922,-122.4043547,37.7746083,29249.6
-122.4020317,37.7891058,-122.4775051,37.6917797,29250.2
-122.4149213,37.7788674,-121.9311796,37.7036828,29250.3
-122.4082332,37.7873668,-122.4360438,37.7913898,29250.4
-122.4000967,37.7903123,-122.4554479,37.6740685,29251.2
-122.4009593,37.7921162,-122.4191812,37.7701921,29252.2
-122.416889,37.781954,-122.397691,37.7228762,29252.2
-122.4111594,37.7850815,-122.2893496,37.8602274,29252.5
-122.4160916,37.7844547,-122.4269105,37.7460983,29252.5
-122.4025983,37.791909,-122.4121604,37.8067678,29252.6
-122.4067939,37.7885009,-122.4148222,37.7865291,29253
-122.4089543,37.7863178,-122.425243,37.7518357,29254.1
-122.4129919,37.7858081,-122.4025224,37.5976366,29255
-122.4084166,37.7882951,-122.420123,37.77353,29256.1
-122.4135916,37.7746549,-122.3988009,37.7933647,29256.1
-122.411717,37.7812048,-122.3998107,37.7880097,29256.5
-122.4115357,37.7869469,-122.4265852,37.7657758,29256.7
-122.4057597,37.7915047,-122.4066624,37.7933207,29258.1
-122.4082332,37.7873668,-122.4121084,37.798171,29259.1
-122.4193813,37.7840364,-122.4067939,37.7885009,29259.5
-122.4000967,37.7903123,-122.4131792,37.786738,29259.6
-122.4095133,37.7852904,-122.4368259,37.7702286,29259.6
-122.4146092,37.7812955,-122.2729854,37.7990276,29259.6
-122.4064263,37.7903715,-122.4133664,37.7876672,29260.9
-122.4137429,37.7895358,-122.3987697,37.776574,29261.2
-122.4171732,37.7814508,-122.395815,37.7911514,29262
-122.4113476,37.7860145,-122.402856,37.734073,29262.2
-122.3988009,37.7933647,-122.4004765,37.785012,29262.6
-122.4034364,37.7876758,-122.395815,37.7911514,29264.7
-122.4153391,37.7807264,-122.2891666,37.845277,29265.5
-122.4022209,37.7900432,-122.4941856,37.7459819,29267.8
-122.416889,37.781954,-122.6634722,38.011932,29268.2
-122.4088057,37.7901622,-122.4870865,37.681673,29269
-122.4029838,37.7880314,-122.4571661,37.7182398,29274.5
-122.4169784,37.7752726,-122.3991626,37.7910505,29274.6
-122.4036842,37.788901,-122.4005089,37.7874553,29275
-122.4128028,37.7848729,-122.4801457,37.6747081,29275.9
-122.4011522,37.7930673,-122.3993791,37.7858875,29276
-122.4115357,37.7869469,-122.4380059,37.8025629,29278.4
-122.4052473,37.7887033,-122.397564,37.789771,29278.7
-122.4171732,37.7814508,-122.4196758,37.7738924,29279.2
-122.4054347,37.7896352,-122.4317257,37.8035017,29280
-122.4098893,37.7871562,-122.3989063,37.7822304,29280.6
-122.4140702,37.7828026,-122.4723108,37.7893667,29281.8
-122.4131495,37.7810015,-122.4151802,37.7982625,29282.1
-122.4007726,37.7911821,-122.3684142,37.5942078,29282.8
-122.4120997,37.7897443,-122.4416656,37.802514,29283
-122.3997849,37.7922611,-122.4290568,37.7818527,29285
-122.4067939,37.7885009,-122.4311813,37.7847462,29285.2
-122.411717,37.7812048,-122.42204,37.7884789,29285.4
-122.4007726,37.7911821,-122.440801,37.7813129,29286.1
-122.4135549,37.7886026,-122.4093268,37.7843607,29286.1
-122.4052473,37.7887033,-122.4452199,37.7864855,29286.9
-122.4022209,37.7900432,-122.3933637,37.7943857,29287
-122.4000967,37.7903123,-122.2602791,37.5138768,29287.3
-122.4115357,37.7869469,-122.439765,37.7220558,29288.5
-122.3976272,37.7935131,-122.3979976,37.7759585,29289.6
-122.4034972,37.7879652,-122.2883954,37.8319661,29290.1
-122.4169854,37.782432,-122.4220762,37.7894304,29291
-122.4000967,37.7903123,-122.4979231,37.7532995,29291.9
-122.4029838,37.7880314,-122.4265304,37.7944006,29292
-122.4111043,37.7822252,-122.403186,37.741886,29294.4
-122.4020077,37.788802,-122.4022807,37.8041967,29294.6
-122.4166194,37.7786767,-122.4059603,37.8066266,29294.7
-122.4080561,37.7864339,-122.4101817,37.8079999,29295.1
-122.4022209,37.7900432,-122.3909795,37.7900822,29297.8
-122.4178444,37.7763691,-122.5172583,37.9570723,29298.2
-122.4020317,37.7891058,-122.4748106,37.7817918,29298.6
-122.4122382,37.7820804,-122.3874071,37.5985745,29299
-122.4181563,37.777974,-122.4220655,37.7730797,29299.3
-122.4087107,37.7835088,-122.2888459,37.8384039,29299.6
-122.4084166,37.7882951,-122.4925912,37.7385731,29299.8
-122.4104533,37.7899531,-122.4342202,37.7907202,29301.1
-122.3991626,37.7910505,-122.0767379,37.3929406,29301.3
-122.4013982,37.7892837,-122.4624373,37.5959427,29303.5
-122.4129919,37.7858081,-122.4077078,37.7826157,29304.2
-122.4149213,37.7788674,-122.4137074,37.7598958,29304.2
-122.4188105,37.7812425,-122.4168465,37.7881845,29304.3
-122.4119117,37.7888113,-122.3982976,37.791734,29305.3
-122.4109719,37.7841515,-122.4148568,37.7473501,29305.5
-122.4131792,37.786738,-122.2657103,37.8285607,29308.3
-122.4120997,37.7897443,-122.3916518,37.792,29309.6
-122.3997849,37.7922611,-122.3951477,37.7892316,29310.1
-122.3991626,37.7910505,-122.4965288,37.7641086,29310.4
-122.4038718,37.7898332,-122.236824,37.7891659,29310.4
-122.4080709,37.7840127,-122.4005888,37.7902502,29311.4
-122.4011522,37.7930673,-122.4196895,37.7569933,29312.3
-122.4089543,37.7863178,-122.3982588,37.786773,29312.6
-122.4124265,37.7830115,-122.4253962,37.753428,29312.6
-122.4020077,37.788802,-122.4289237,37.7895373,29313.9
-122.3966495,37.7945887,-122.4250653,37.7871398,29314.1
-122.4009593,37.7921162,-122.4019545,37.7780943,29315.5
-122.4089543,37.7863178,-122.4905786,37.7405284,29319.7
-122.4147017,37.7817657,-122.4020317,37.7891058,29321.3
-122.4086156,37.7892289,-122.4086666,37.7736568,29321.4
-122.3995716,37.7907272,-122.402689,37.734453,29321.5
-122.4000967,37.7903123,-122.1288445,37.8575414,29321.8
-122.4191918,37.7831061,-122.4341088,37.7512993,29321.8
-122.41736,37.7823844,-122.2629601,37.8232042,29321.9
-122.4120562,37.7811625,-122.403611,37.741476,29322.4
-122.4087107,37.7835088,-122.3988009,37.7933647,29322.5
-122.4129919,37.7858081,-122.424276,37.8004369,29322.9
-122.4029757,37.7937875,-122.4160992,37.7620369,29324
-122.4104533,37.7899531,-122.4123016,37.7641968,29324.2
-122.4064263,37.7903715,-122.3746752,37.5776644,29324.9
-122.3964008,37.7932487,-122.4088022,37.7406515,29325.2
-122.3964805,37.7936648,-122.4042562,37.7844896,29325.3
-122.4144458,37.784664,-122.4068006,37.7320866,29325.6
-122.4176198,37.7765433,-122.4170442,37.7603733,29325.8
-122.3999769,37.7932159,-122.4319771,37.7169814,29326.4
-122.3995716,37.7907272,-122.4805878,37.6831317,29327.9
-122.4186146,37.7802716,-122.4167571,37.7961143,29328.1
-122.4029757,37.7937875,-122.4119718,37.8058335,29330.1
-122.417548,37.7833151,-122.4244018,37.7752741,29330.9
-122.4005888,37.7902502,-122.3942446,37.7885329,29331.5
-122.3991626,37.7910505,-122.3969051,37.7664405,29333.8
-122.4149213,37.7788674,-122.4156342,37.7685357,29334.3
-122.4102667,37.7890203,-122.4172205,37.7900475,29334.4
-122.3964805,37.7936648,-122.4705563,37.6533778,29335
-122.4020077,37.788802,-122.4192473,37.768321,29335
-122.399572,37.791327,-122.4258327,37.7992811,29337
-122.4155274,37.7816602,-122.3951477,37.7892316,29338.6
-122.4038718,37.7898332,-122.3999769,37.7932159,29338.9
-122.4102667,37.7890203,-122.4011758,37.7820253,29339.5
-122.3974037,37.7924404,-122.3967193,37.7855436,29339.6
-122.4054347,37.7896352,-122.0786711,37.9594808,29341
-122.4027912,37.7928594,-122.4271273,37.8054307,29341.3
-122.4034972,37.7879652,-122.4086666,37.7736568,29343.6
-122.4013982,37.7892837,-122.4252409,37.8050936,29344.3
-122.4020317,37.7891058,-122.5339621,37.8757644,29344.4
-122.414258,37.7837336,-122.3976808,37.7368753,29344.7
-122.3991626,37.7910505,-122.4015296,37.7379996,29345
-122.3988009,37.7933647,-122.0467695,37.5834374,29345.1
-122.3976272,37.7935131,-122.4282483,37.7596955,29346
-122.406589,37.7875664,-122.4115206,37.7059152,29346
-122.3963514,37.7936818,-122.4596012,37.7977102,29346.7
-122.3974037,37.7924404,-122.2575621,37.769483,29346.9
-122.4011522,37.7930673,-122.439795,37.7206498,29349.3
-122.4013982,37.7892837,-122.4632293,37.7586084,29350
-122.4103557,37.7822065,-122.4215383,37.7780292,29352.5
-122.4111594,37.7850815,-122.4102667,37.7890203,29353.4
-122.4115357,37.7869469,-122.4075516,37.7922563,29353.5
-122.411723,37.7878756,-122.4122382,37.7820804,29353.8
-122.4022209,37.7900432,-122.4199599,37.7699745,29354.1
-122.4009593,37.7921162,-122.3966889,37.7904618,29354.4
-122.4005888,37.7902502,-122.4075516,37.7922563,29355.1
-122.4155274,37.7816602,-122.4151098,37.7963217,29355.5
-122.4067939,37.7885009,-122.3966495,37.7945887,29355.6
-122.3995716,37.7907272,-122.4404641,37.788089,29355.9
-122.4067939,37.7885009,-122.4224523,37.7480915,29359.4
-122.3997849,37.7922611,-122.4207014,37.7905842,29361.5
-122.4131792,37.786738,-122.390971,37.7925459,29362
-122.4133664,37.7876672,-122.4679433,37.786832,29362.2
-122.41736,37.7823844,-122.4061601,37.77809,29363.5
-122.4155274,37.7816602,-122.4299478,37.7779158,29363.6
-122.4022209,37.7900432,-122.457384,37.752342,29364.4
-122.4180049,37.7765642,-122.4028474,37.779824,29368.2
-122.4111594,37.7850815,-122.408149,37.649628,29368.4
-122.4034364,37.7876758,-122.5147715,37.8695248,29368.9
-122.4068215,37.7904144,-122.4695124,37.7788608,29369.2
-122.3999769,37.7932159,-122.4512423,37.7971881,29369.3
-122.4111594,37.7850815,-122.4426199,37.779706,29370.5
-122.4054347,37.7896352,-122.3999769,37.7932159,29370.7
-122.3997849,37.7922611,-122.411598,37.7590933,29372.1
-122.4102667,37.7890203,-122.4199304,37.7701941,29373.3
-122.4135549,37.7886026,-122.1823037,37.8023332,29374.2
-122.4086959,37.7853941,-122.3925074,37.7912945,29374.7
-122.4034364,37.7876758,-122.4057234,37.7672005,29375.4
-122.417548,37.7833151,-122.421057,37.766599,29375.4
-122.4020077,37.788802,-122.4226652,37.7836174,29377.9
-122.4148257,37.7787765,-122.4089543,37.7863178,29379
-122.4169854,37.782432,-122.413991,37.738349,29379
-122.4029757,37.7937875,-122.2785633,37.8020573,29382.6
-122.4155274,37.7816602,-122.4060691,37.7781618,29382.6
-122.4029838,37.7880314,-122.274513,37.962672,29383.5
-122.416362,37.7775451,-122.5480579,37.8856865,29383.8
-122.4207595,37.7829067,-122.4148222,37.7865291,29385.6
-122.4011522,37.7930673,-122.4225415,37.7715956,29385.9
-122.4120562,37.7811625,-122.2735628,37.8115956,29387.3
-122.4025983,37.791909,-122.3951477,37.7892316,29388.1
-122.4013982,37.7892837,-122.4939846,37.7740009,29388.4
-122.4013982,37.7892837,-122.417328,37.7989484,29391.1
-122.3976272,37.7935131,-122.4312864,37.7928936,29391.5
-122.4059164,37.7857139,-122.4083921,37.7763276,29391.8
-122.3974037,37.7924404,-122.460528,37.7304114,29391.9
-122.411723,37.7878756,-122.4250171,37.7785401,29392.2
-122.3997849,37.7922611,-122.4803289,37.7783683,29392.7
-122.4020077,37.788802,-122.4180049,37.7765642,29393.9
